Env Reward
-160.9943105
-149.9601646
-271.5589
-257.928351
-173.5606077
-245.6308544
-156.8761858
-131.9537044
-183.3349759
-251.7843803
-198.1705721
-280.7097308
-182.101482
-120.8681243
-190.0076425
-139.6429165
-123.7323811
-212.4080958
-135.4862684
-112.7916032
-216.9062714
-240.7726602
-149.0851662
-141.5549231
-104.7836806
-113.802506
-172.8403508
-143.2610477
-96.28742643
-93.47499723
-154.3185213
-75.14476992
-79.52239134
-143.3136754
-155.8799107
-153.6664806
-96.73498132
-86.76453437
-146.0282495
-125.9144149
-138.4451558
-81.99877992
-89.06276401
-73.31104362
-48.59493246
-95.46545114
-135.3204636
-55.97221598
-50.86141514
-41.79066584
-69.31364871
-104.9944856
-102.3751151
-102.4952126
-88.2908165
-25.89124244
-87.99244726
-96.39833517
-106.272668
-72.32180988
-64.31070155
-104.3788874
-117.9091939
-122.9159587
-105.7173979
-101.9792974
-75.92193575
-115.8126999
-47.3391641
-96.63148237
-94.75602234
-86.45315795
-51.93304435
-49.44103918
-84.10460257
-80.76885411
-122.3428874
-70.30688918
-96.49596285
-88.57942284
-73.67441051
-58.86703287
-67.1255352
-69.72898747
-93.78641871
-59.00036657
-27.42459622
-54.39482891
-108.6128166
-71.5988363
-68.1173477
-35.87203909
-26.27473767
-16.37216352
-44.64569366
-71.35510165
-64.95015356
-50.12705829
-3.85641728
-46.03526122
-29.03097146
-93.31611959
-44.46172893
-99.0027269
-28.14991633
-34.2624912
-56.46210032
-51.19793685
-54.249858
-63.6061635
-21.56692172
-133.0216913
-19.19906618
-97.44996789
-62.10798406
-40.14575358
-70.04684085
-36.01048513
-15.82184078
-57.59579464
-48.66960717
-54.14440404
-88.29678713
-21.52675636
-21.30986876
-34.58328033
-79.87362993
-66.01229046
-31.35458148
-13.19239656
-4.78803553
-103.2038367
-92.32160475
-32.65747977
-61.13410095
-18.7547361
-16.66001274
-150.6127013
-148.7961052
-44.64811898
-59.99125355
-38.40780643
-29.54964347
-46.93905656
-70.36456474
-36.82000674
-38.57706953
-23.30217634
-31.76673347
-20.76808032
-46.69149488
-88.59060824
-59.60578176
-17.54256182
-18.86345513
-7.325797372
-97.45234935
-39.50376003
-57.9352868
-45.065854
-32.65156111
-9.412780728
-44.67425736
-39.74804822
-17.21829744
-35.23997745
-37.72288134
-15.75675949
-53.95159449
-70.97993242
-45.55870555
-49.92305021
-29.84533483
-11.84218954
-72.46672345
-82.57465316
-107.7429261
-35.8608838
-11.00685458
-45.08679563
-14.48402938
-31.72720502
-30.61567565
-17.86229338
-23.56747567
-15.7245623
-10.08424908
-49.47856153
-28.54142553
-71.03105885
-21.09691326
-14.53934718
-10.5980814
-45.83437943
-33.00238174
-40.60010686
-41.18568938
-22.83842622
-7.22589057
-72.25551043
-31.63636886
-27.60620701
-38.06995525
-4.077547448
-1.432182423
-20.81883089
-20.57547539
-48.97837468
-22.74231771
-18.96877668
-17.95286708
-159.6068462
-43.82729083
-32.64540327
-39.64425653
-6.332856783
-6.344724463
-24.50495047
-82.97531281
-54.06277331
-98.09480728
-19.68399769
-28.43557085
-16.23992304
-41.05547
-24.47074306
-26.69250135
-29.40891268
-7.786208552
-7.936727008
-99.48093549
-53.27572771
-37.5290056
-34.45033897
-15.43606772
-10.11938455
-41.13480735
-42.24307052
-39.26990675
-47.7640422
-18.44097732
-16.63391254
-14.2094402
-47.95858895
-86.82221681
-44.2927027
-32.30775329
-1.695171937
-25.70295249
-32.90679842
-27.03900487
-30.51331302
-6.786462819
-22.09917389
-13.25141513
-33.80460383
-24.01345476
-13.890098
-19.28913881
-10.10032828
-21.8285964
-41.79010295
-35.47882188
-30.20422908
-91.86526253
-17.67287832
-24.22354635
-36.46101814
-25.27990408
-5.108582893
-16.88498735
-6.106494424
-17.11526811
-33.73392294
-41.61455608
-18.07215442
-29.15496593
-11.17489269
0
-29.24602355
-43.87687722
-44.01090052
-28.59345861
-13.1078927
-20.98689271
-16.17323835
-39.77836779
-44.80426592
-24.85892763
-19.76550479
-9.97999147
-12.18078281
-68.15200384
-27.45799462
-25.395402
-22.67553522
-17.40023042
-7.922391788
-33.79851928
-48.06866493
-45.36011562
-3.008554215
-9.162649194
-1.397726853
-43.90041477
-39.74412771
-29.34578502
-29.00641267
-16.13780732
-7.11486647
-31.75990611
-30.45480235
-29.73511421
-13.41912254
-16.55910087
-10.29629931
-18.69139371
-174.8092283
-25.98566094
-34.53888005
-7.405069767
-2.391132579
-33.36813113
-35.87204252
-33.25878043
-18.92078198
-4.207903583
-17.47298819
-2.189590051
-27.73594527
-21.53420292
-9.379182414
-15.15796403
-32.43241001
-13.2792125
-42.11749081
-48.73639681
-27.08468873
-9.532328476
-7.445962126
-6.019430452
-51.48464649
-70.14498893
-15.37712453
-39.39731111
-14.95585439
-19.42114337
-23.98993614
-22.85210238
-9.693603562
-104.2586914
-20.57901293
-7.828358376
-20.81239752
-46.92640722
-20.72569579
-17.84366593
-13.34032735
-7.27529592
-4.142643541
-51.6565767
-61.44956334
-26.35818516
-22.67690132
-7.313580101
0
-37.00410757
-49.46215344
-47.87647742
-29.92649699
-5.08472997
-13.49546872
-21.96427547
-29.97335444
-12.40878615
-40.50024333
-9.111138961
-4.798570808
-19.32739281
-46.78337908
-37.03395869
-28.82710866
-14.52745393
-4.372425566
-11.89469342
-43.02820983
-17.91204993
-20.96138394
-16.49677099
-5.867837736
-1.526934397
-44.97009493
-25.04260611
-23.77403796
-16.41873231
-4.800650265
-4.908560873
-33.32425353
-27.75392564
-26.08001402
-13.83923165
-24.95671924
-4.571575667
-19.42923135
-34.65317025
-19.83972486
-41.26887696
-13.74448599
-5.722351352
-12.27728069
-29.68829102
-18.62986584
-41.35806462
-8.292063031
-14.03306414
-18.40969347
-23.83817318
-91.24672301
-28.59484373
-22.49986402
-13.5982228
-14.95904057
-25.42655363
-28.93186013
-17.90953331
-18.62735122
-15.46029496
-7.894420661
-26.84192267
-37.77822022
-13.05165781
-10.31652259
-5.662070529
-1.405451831
-17.4962094
-62.18594939
-17.36367916
-42.56822649
-18.70945233
-8.223137708
-26.54450447
-27.67864335
-13.66440527
-26.94057342
-12.78243712
-4.064694055
-12.93444495
-27.28930135
-19.10097136
-12.04751149
-23.26343831
-13.49425464
-7.612658787
-33.03423076
-34.13282563
-16.99066214
-26.03800289
-8.399690448
-7.170298481
-41.21935439
-86.53075437
-20.11502852
-25.27974429
-13.57839882
-3.05263417
-18.68981049
-40.34382936
-35.29704354
-108.2471756
-14.6449706
-2.557002242
-92.78377075
-30.63340672
-16.42599604
-18.62905828
-12.59955488
-4.03075649
-28.05334083
-33.52195755
-29.91572005
-29.4643606
-6.067412854
-4.215668648
-7.36841599
-38.074311
-29.27923008
-24.22834554
-15.36586717
-11.16549774
-60.48312451
-30.2683731
-26.42606053
-25.44811823
-9.232121932
-9.18430918
-13.75378751
-40.37742697
-21.69770662
-27.10229471
-18.92394802
-7.662405799
-1.454013341
-32.43783493
-21.90025943
-21.22262252
-53.33522964
-32.12085314
0
-30.07281102
-44.70740315
-9.971307932
-24.1843788
-9.657873892
-11.34345202
-14.84468021
-31.68480487
-35.91909538
-15.1401008
-16.09105763
-8.367988937
-6.747082924
-34.68969919
-99.42196051
-18.20420298
-37.47562203
-71.47570127
-1.091164917
-32.10796518
-33.41059077
-34.33464153
-12.99856256
-13.66801319
-4.337257708
-48.05257444
-35.28096073
-36.25690564
-40.55160502
-1.477495979
-2.910217465
-10.56840827
-38.35829503
-26.99455778
-16.29414766
-7.267056174
-1.32592647
-9.421549912
-49.35089063
-23.01909878
-98.44001384
-11.71474943
-17.78768117
-13.3763272
-37.35577738
-92.24620184
-26.23019557
-29.98526974
-9.09840947
-26.27270508
-95.87125309
-25.55104433
-17.67780149
-33.32670665
-21.95266681
-3.701809399
-30.24336353
-46.03686393
-41.32665944
-49.90027772
-18.08818399
-5.519265311
-27.18008836
-42.1005967
-16.92363801
-22.37409971
-9.666644479
-11.12565194
-19.49371835
-19.05969523
-13.44211842
-18.56085256
-22.95289153
-18.42623044
-31.65944397
-26.79691221
-32.8116487
-41.56019826
-13.65720855
-3.211936068
-26.14541587
-50.45432661
-41.38404671
-36.72005253
-17.6820268
-14.87568178
-15.68312508
-44.39058456
-39.24420859
-47.20749652
-26.69300611
-20.3799512
-12.71164096
-49.32724739
-34.01126125
-38.0966114
-41.37203651
-4.159518173
-23.23176572
-15.63754449
-38.72596316
-11.50465225
-25.33873289
-17.01501438
-8.107745049
-21.00337879
-45.83440977
-33.57241738
-31.26185147
-12.04193568
-15.79440559
-11.23014763
-39.11349004
-34.87844946
-21.12419661
-29.16817178
-7.293865437
-17.11341551
-35.98083615
-22.08538298
-14.7917131
-26.44858125
-9.360328068
-24.04992913
-35.26737941
-46.53605577
-22.01481056
-52.13435876
-6.515197001
-11.90721589
-21.50052235
-21.88382625
-17.77097278
-77.82903623
-34.13501298
-20.97521554
-13.95947373
-21.53297471
-44.06969081
-27.99160875
-7.337635919
-2.102122435
-6.315974063
-31.19962948
-51.59480993
-22.55058434
-16.7292978
-6.256981085
-35.42735629
-51.87011098
-31.40054836
-30.90200351
-19.42376848
-12.9735275
-5.234389011
-29.58822787
-24.48504215
-26.85019948
-9.779235646
-10.68790589
-5.237167008
-39.75830067
-18.49444526
-20.33402969
-23.49150544
-6.002428639
-5.576217822
-21.48431045
-26.55825647
-26.32107409
-29.4396099
-14.24775423
-10.69574744
-24.03694192
-38.32693751
-15.50095414
-14.92132883
-28.76372755
-61.80739809
-11.73224448
-32.81018534
-18.99151695
-24.692196
-21.20406429
-11.58368306
-14.91625906
-68.58650164
-12.61581051
-32.40282718
-15.41330447
-7.01445149
-15.18663026
-51.06606328
-26.0737143
-28.60474996
-80.51640278
-13.43316466
0
-46.49870174
-31.66894429
-36.03987088
-35.23504641
-5.352956298
-1.333670141
-30.31368374
-47.38624265
-24.23014894
-98.06111213
-19.56890011
-11.46955036
-23.42174217
-26.48512359
-35.19350047
-32.72140575
-67.17551514
-10.50446564
-6.418935741
-19.84385156
-16.10351049
-27.46878577
-12.89823707
-8.3172696
-5.091799656
-19.33448747
-12.77486248
-56.0979861
-14.25599618
-8.282423645
-19.90139367
-15.01886479
-23.6781237
-11.82605627
-9.759264939
-14.83549713
-23.95908238
-34.58177543
-21.22660295
-24.20785642
-34.21487434
-11.68175155
-3.52088926
-19.92885334
-48.77470981
-11.38665449
-54.07206468
-13.01500003
-5.244869391
-19.00557925
-16.39025554
-7.909796396
-42.71258149
-11.73048594
-8.784501294
