episode,dlon,dlat,dalt
0,1.2036711488526072e-05,-0.003151073424745577,153.0465913712046
0,6.97389366728432e-05,-0.0034757641165110917,138.9443344785189
0,-0.00011412024797828602,-0.0037204258931081446,131.93157623711153
0,-0.000419745426392705,-0.0038729053576093886,129.15187546867685
0,-0.0007919475045870825,-0.0039452656377176425,129.37172758052995
0,-0.0011966974019124669,-0.003965485439943315,132.0439345721732
0,-0.001601315649068639,-0.003956575394402719,136.85075993622263
0,-0.0019785736088101524,-0.00393287483741162,143.30088673418953
0,-0.002315389679354047,-0.003908089144165345,150.5743097031074
0,-0.0026133479451738387,-0.003898171551490437,157.78653868533314
0,-0.0028831244533803826,-0.003917034069823938,164.4074458293364
0,-0.003137418153686816,-0.003970396235859932,170.3799113150188
0,-0.0033852883063807144,-0.004052281410860067,175.8438043907646
0,-0.0036299173396024294,-0.0041461674872397235,180.82205118139024
0,-0.003870535021551178,-0.004231012966762721,185.1896803011342
0,-0.0041067584369144676,-0.004289280004449497,188.88986732259994
0,-0.004341872681635663,-0.004311081653388878,192.1355170449345
0,-0.004583447813463882,-0.004291257786868202,195.44197508397457
0,-0.004843169103018654,-0.004221792268541377,199.5638283855615
0,-0.005138330832360577,-0.004083557662624904,205.44474088210671
0,-0.00549419019238468,-0.0038418794862049347,214.1378100362399
0,-0.005939685500959389,-0.003457402926711429,226.45656902116758
0,-0.00648582904843658,-0.002926783791981754,242.09583096562253
0,-0.007100643441563437,-0.0023237719789043223,258.7468480495953
0,-0.007718998717818533,-0.0017636171845876805,272.88906502126065
0,-0.008271989056057453,-0.001321870805264067,282.2574669129061
0,-0.008705803003066054,-0.001013441924377533,286.94067748220664
0,-0.008998479569795997,-0.0008208035155365516,288.2198398325129
0,-0.009162780048997331,-0.0007188649730914252,287.3500096044001
0,-0.009229700652337573,-0.000685067835747791,285.2409547523339
0,-0.009227665090871737,-0.0007012944767747776,282.5620116184552
0,-0.009172218249321426,-0.00075296135443302,279.86068992163257
0,-0.00907098450708592,-0.0008275927108135775,277.58612745395163
0,-0.008934520815852203,-0.0009137662390045502,276.0562372292446
0,-0.00878038070331179,-0.0010007191222625163,275.43324855191065
0,-0.008629299705053963,-0.001078468955320801,275.7184972539883
0,-0.008500221870955237,-0.0011382339041296722,276.73305377773363
0,-0.008408162874703107,-0.0011732436683254612,278.0343060611544
0,-0.008364223950668926,-0.0011803297666485224,278.6640828911765
0,-0.008374854197855025,-0.0011623894224525482,276.48802284659325
0,-0.008438307787026143,-0.001129385370020438,267.00248702256033
0,-0.00854844709093237,-0.001088415197006351,243.4591478084571
0,-0.008716775400991037,-0.001023153443102712,203.31343338794667
0,-0.008925539707091115,-0.000937606284235401,161.83968729181277
0,-0.009114773101001122,-0.0008712194798883385,136.51344234986638
0,-0.009276091732007429,-0.0008258013478545075,124.0491979816192
0,-0.009419770004399588,-0.0007926180738274382,118.6022633849836
0,-0.009552950692288611,-0.0007667551439565379,117.50687550172158
0,-0.009680657163253996,-0.0007452636213152777,119.90940789713048
0,-0.009807381803468348,-0.0007257662435086024,125.80737499525357
0,-0.00993719342477303,-0.0007063066123290374,135.5090412457178
0,-0.010072357037873096,-0.0006861166736066265,149.0416987435198
0,-0.010210520193168399,-0.0006671029493621897,165.29615863465273
0,-0.010342782874716369,-0.0006546212369559662,181.46891834533895
0,-0.010457760644497532,-0.000654709471186399,194.19074327103291
0,-0.01055025734502813,-0.0006690432837861169,201.9086905109833
0,-0.010623503151808333,-0.0006942069083656136,205.430985771521
0,-0.01068373978490404,-0.0007253736560577388,206.3754433868036
0,-0.010735914231371336,-0.0007588712645294412,205.99153720776465
0,-0.010782942323290065,-0.0007924406310778609,204.98581457952176
0,-0.0108263412451186,-0.0008247346969464599,203.70697589585419
0,-0.010866868106781523,-0.0008549002314500639,202.31683258464753
0,-0.010904914592756802,-0.000882355950350233,200.88799652961177
0,-0.010940723022725059,-0.0009066974596906492,199.4520604797764
0,-0.010974501441764054,-0.0009276644212008154,198.0221988175752
0,-0.01100648222667602,-0.0009451321289093871,196.60366775263702
0,-0.011036945483246926,-0.0009591075746246875,195.19874063977718
0,-0.011066217510628907,-0.0009697202961894114,193.80908765343744
0,-0.011094651025201442,-0.0009772046110902025,192.4369577205287
0,-0.011122593793188352,-0.0009818741086602065,191.08576247155622
0,-0.011150353227419092,-0.0009840919554857108,189.76031133935018
0,-0.011178164723471083,-0.0009842416101156237,188.4667852514645
0,-0.011206170267009829,-0.0009827020307321655,187.21247123140432
0,-0.011234411175535185,-0.000979829856959924,186.0052730200723
0,-0.011262835419672523,-0.0009759490862424471,184.8530420269372
0,-0.01129131677598496,-0.0009713471487065257,183.76281711088706
0,-0.01131968096521321,-0.0009662754181834997,182.7400965252233
0,-0.011347733369719656,-0.0009609521051969184,181.78827025098306
0,-0.011375283791653047,-0.0009555659101461371,180.9083084973332
0,-0.011402165456222177,-0.0009502794423242224,180.09874220960012
0,-0.011428247365585316,-0.0009452319807002679,179.35590573985425
0,-0.011453440587587616,-0.0009405415468568884,178.67436258028425
0,-0.011477699854170761,-0.0009363064679070304,178.04741470173988
0,-0.011501021995609718,-0.0009326066696562118,177.4676040569779
0,-0.011523442482332462,-0.0009295049110724931,176.92714135089736
0,-0.011545030946544351,-0.0009270480961244291,176.4182296774464
0,-0.01156588619470552,-0.0009252687127838826,175.9332791311551
0,-0.01158613097790805,-0.0009241863753569467,175.46502791087687
0,-0.011605906660282937,-0.0009238093990318157,175.00659499111902
0,-0.011625367879076288,-0.0009241363186486202,174.55149103080842
0,-0.011644677283853017,-0.0009251572732667697,174.09361063949956
0,-0.01166400044854402,-0.0009268552053497333,173.62722305347785
0,-0.011683501055035435,-0.0009292068581591905,173.1469716338255
0,-0.011703336446539418,-0.0009321835884458678,172.64788659165228
0,-0.011723653643036156,-0.0009357520376670266,172.12541058690397
0,-0.011744585900189536,-0.0009398747206284971,171.57543355148596
0,-0.011766249877198477,-0.0009445105949848479,170.9943312292638
0,-0.011788743457547931,-0.0009496156695366105,170.37900134421773
0,-0.011812144239523578,-0.000955143695936294,169.72689176800873
0,-0.011836508681793582,-0.0009610469700252549,169.03601628156738
0,-0.011861871855907875,-0.0009672772485176884,168.30495521446701
0,-0.011888247725906248,-0.0009737867669105875,167.53284010526409
0,-0.011915629849450344,-0.0009805293276712792,166.71932328737003
0,-0.011943992378629803,-0.0009874614156009103,165.86453475228026
0,-0.01197329123422676,-0.0009945432906377089,164.96902963151584
0,-0.012003465335441684,-0.0010017400072570334,164.03373010911588
0,-0.012034437786778679,-0.0010090223133261383,163.05986554600918
