episode,dlon,dlat,dalt
0,-0.0009054640757346173,-0.0031313280502797696,147.86720798868745
0,-0.0005382824734935805,-0.003392603584237253,131.08779741544816
0,-0.00020201558550426296,-0.0035968964711860945,116.5538744210003
0,-9.043575109369921e-05,-0.003724450467463814,107.40644897914437
0,-0.00021872686009385446,-0.0037748003343900023,103.8201875409931
0,-0.0005043334609242181,-0.003765734856513638,104.24745841248159
0,-0.0008720999188343995,-0.003718911470790074,107.21108604411589
0,-0.0012756111734950589,-0.0036521120299050328,111.75715346314622
0,-0.0016854210420373756,-0.0035783453268032595,117.3182445505225
0,-0.0020789054531943412,-0.003507371577391584,123.55911689092932
0,-0.0024368815270257053,-0.00344735840418407,130.29931959784108
0,-0.0027443650766526264,-0.003406005785495585,137.458363040054
0,-0.002993102717897089,-0.0033909961588814517,144.96867335273944
0,-0.0031842760258239443,-0.003409522178732783,152.6615532733645
0,-0.003329398805797467,-0.003466220254959979,160.2156858086851
0,-0.0034479629735188312,-0.0035588252944635003,167.26020746326813
0,-0.003563569982170856,-0.003672718441541402,173.56458078617106
0,-0.0037012021614103233,-0.0037794885812167268,179.1297611537473
0,-0.0038839741016708507,-0.003845736308095729,184.13405610331503
0,-0.004127736859420733,-0.0038490562177871885,188.84599154460992
0,-0.00443820336932914,-0.003786090445260116,193.57677565635157
0,-0.004814094260239288,-0.0036633531697180424,198.67651838584965
0,-0.005252681977009592,-0.003476557953233546,204.5939609750039
0,-0.005752403802554377,-0.0031906661601085362,211.97027595639543
0,-0.006301337696111753,-0.0027624872556082473,221.3284485688735
0,-0.00684471433846921,-0.002246630454678631,231.93140267140703
0,-0.007300676126624384,-0.0017799401966099172,242.07236146821242
0,-0.007627775682364055,-0.001415610744345789,250.94298246246603
0,-0.007829954949634557,-0.001137013070130834,258.419359020196
0,-0.007934113983303468,-0.0009259601763488556,264.29838299188964
0,-0.007979358060443389,-0.0007750455108579051,268.12249923654315
0,-0.008013395969443254,-0.0006799322064803602,269.1568930745526
0,-0.008077220272699945,-0.0006347025623183689,266.83736937459906
0,-0.008161993442067967,-0.0006369873342818637,262.1366883925532
0,-0.00820966366868116,-0.0006888475384594702,257.5899110796568
0,-0.00819723828114086,-0.0007839779635534271,254.667178035758
0,-0.008157217397445361,-0.000904933465251497,252.96549933350835
0,-0.008123780210302856,-0.0010303426754931,251.5855865471806
0,-0.008102247820512798,-0.0011387515331183471,249.94438827521125
0,-0.008078342090075005,-0.0012119653578972038,247.80030799798345
0,-0.008041874561625851,-0.0012394775585190762,245.0686762592024
0,-0.007999234358383464,-0.00122005819870824,241.69240585999896
0,-0.007971255696417852,-0.001159868459545864,237.56740110695108
0,-0.007987006829610345,-0.0010699985400422778,232.34636796684768
0,-0.008076831393517314,-0.0009654872037114845,224.53191509863083
0,-0.00825676909372827,-0.0008667000140462095,208.3646432268427
0,-0.008505412533635652,-0.0007951440529865033,174.83718537272958
0,-0.008780999592449601,-0.0007413584274571221,138.2389761622402
0,-0.00904953091001981,-0.0006860467010897237,116.97659177774692
0,-0.009288707754221016,-0.0006364489671386185,106.96652314359399
0,-0.009486897595302241,-0.0006026833356089779,103.1846049932802
0,-0.00963986509064566,-0.0005898013036658434,103.43152556507962
0,-0.009749429189478822,-0.0005987151614400984,106.81598537773907
0,-0.009822029596595016,-0.0006284676595318213,112.95185549138527
0,-0.009867174312516143,-0.000678133382936763,121.61941157715867
0,-0.009896002833812468,-0.0007471528408494668,132.5733406592778
0,-0.009919905331416295,-0.0008335988203165259,145.34187584139008
0,-0.00994926098718457,-0.000930967985928891,158.99410232600476
0,-0.0099926772832059,-0.0010259255914369036,172.0873609453268
0,-0.010056726049702052,-0.0011007028305979288,183.1189474801779
0,-0.01014478660106407,-0.001140842485119366,191.27154600823314
0,-0.010253903849656767,-0.0011430008224537962,196.623439338078
0,-0.010372738625449438,-0.001116528828463328,199.64520819400045
0,-0.01048533534355497,-0.00107754044829352,200.74393272256845
0,-0.010578951564580684,-0.0010401474275043153,200.25030174264953
0,-0.010648823175784253,-0.0010115633981961736,198.5440886045402
0,-0.010697029764698093,-0.0009928960623785369,196.05132566416214
0,-0.010728746538817294,-0.000982283721117881,193.15917308402666
0,-0.010749345078412941,-0.0009772914280813654,190.15778024572845
0,-0.010763151632016237,-0.0009759321526487695,187.23381889274887
0,-0.010773259950878232,-0.0009768528120616328,184.49182142469294
0,-0.010781748896457995,-0.0009792153191402234,181.9805521341143
0,-0.010789966496686223,-0.0009825298840969968,179.7144775374603
0,-0.010798763973140509,-0.0009865215234677147,177.68854400298497
0,-0.010808661221740573,-0.0009910396135642682,175.88747000135163
0,-0.010819956021114043,-0.0009960008380286564,174.2912527830891
0,-0.010832793857370217,-0.0010013544415240828,172.8782727590894
0,-0.010847212243270858,-0.0010070615943977696,171.62694722842943
0,-0.010863169356787248,-0.0010130836030364774,170.51653988717828
0,-0.010880563512646504,-0.0010193757675305464,169.52749703518975
0,-0.010899247609119624,-0.0010258849618668265,168.6415315142006
0,-0.010919041062283228,-0.001032549736991069,167.84158321515525
0,-0.010939740627855825,-0.0010393021351578805,167.11172928899325
0,-0.010961130754309864,-0.001046070602631781,166.4370839606371
0,-0.010982993608208064,-0.001052783492331621,165.80370834787973
0,-0.011005118601080686,-0.0010593727166301804,165.19853961956488
0,-0.011027311084844092,-0.0010657771755424822,164.6093429593246
0,-0.01104939983653745,-0.001071945661134295,164.02468710151697
0,-0.011071242992760475,-0.0010778390270457779,163.43394332055135
0,-0.011092732191096636,-0.0010834315070491767,162.827307712969
0,-0.011113794804107506,-0.0010887111597384124,162.19584668183148
0,-0.011134394289074584,-0.0010936794988440374,161.53156517020093
