action1,action2,action3
0.057482854742928344,2.131316881358939,1.871846135605753
0.0715981642842855,2.0389024599157453,1.8352261413097959
0.0034896473361425984,1.7845047364818498,1.6704271953063212
0.03380116359017803,1.4357607559234733,1.664646251418727
0.05551469519179936,1.1471534499468556,1.6221214322499797
0.07458038543621928,0.7320412010328825,1.5608057839934382
0.14273101464843105,0.3463697114387676,1.567337731734189
-0.296231017862299,0.6606705947560961,0.9551025704590921
-0.26309373177859985,0.9537292939662712,0.26457772923508704
-0.019205090104735235,1.2107884753602285,-0.31653143168749803
0.06578706195929827,1.31309793457836,-0.5760949843677761
0.13686927769251192,1.3006204825898937,-0.6952127741162317
0.15743641778479223,1.2795277293990701,-0.6899952706024454
0.11356045240897732,1.29116602815535,-0.5812882499897631
0.09763515476224571,1.2626640042542876,-0.39974363947569236
0.0802359797639485,1.2170115743432843,-0.2449874053377191
0.06945309309161657,1.1773830445936166,-0.1017276894926692
0.055612380543441906,1.106227220339069,0.0010375697090511116
0.03665931082348203,1.0085447841193749,0.05671619513336529
0.01181397658842294,0.8902587959600453,0.09676994630837155
0.00026785340766225657,0.7483840548517214,0.13442566709631695
0.0027261838104308475,0.5840604565345571,0.16376209793105256
0.013770364048883547,0.8191169388709886,0.37417337717841087
0.07021339314195879,0.992338853330659,0.6709031147778777
0.07969053276942614,0.9877563666261372,0.8486013260330559
0.07282152052725438,0.97349766641296,0.9777655756907131
0.06018220043212942,0.8873595752366265,1.0210672117658615
0.052801414034431074,0.7493185910137697,1.0547168329771428
0.05175270413639869,0.6158107322473538,1.1148419012949333
0.047324724116548395,0.5079287255422182,1.2041825634792682
0.042647963957244205,0.4313566403099097,1.26702068727635
0.15188427416178613,0.3287975540621975,1.1974649417596717
0.007474278557084685,0.20666609954852339,1.178009465400085
-0.02420031502782513,0.112196836931775,1.1206166671857274
-0.02393058069957829,0.025996295756098284,1.0509006675713592
0.0010190932322453675,-0.028045902310941395,0.9761184444723531
-0.0012252614251202013,-0.07673594982353903,0.9341156449326495
0.009269670046021694,-0.08348124292389864,0.9035649706152363
-0.001683751986748458,-0.09427546179216062,0.8859060910407675
0.0023364312018867017,-0.07231353174943332,0.8671668775533895
-0.010081366433543161,-0.06478786433963139,0.8648914389534391
-0.003266270139919078,-0.03831244120018684,0.8491027623836933
-0.010423263982490265,-0.04364261426131312,0.8815375628262673
-0.006221114639746915,-0.021706799282218234,0.8788028366385411
-0.0066589675937253415,-0.02909577770313894,0.9017629262231226
0.001709396384596877,-0.023531374800916896,0.9262604462759374
-0.0017419092917759227,-0.03972549710852617,0.9694326656285075
0.010185089401982927,-0.026244022842577305,0.9753745378649998
0.004875087608590047,-0.04515249433037849,1.027254633289299
0.01400369583925553,-0.03421559061508074,1.0558205154022373
0.008648680467705491,-0.05094990496341163,1.1029047501540252
0.020713208043377306,-0.03402875429030788,1.1299905708948186
0.006197829995213108,-0.047183017590965035,1.1760204307592097
0.02504635191562715,-0.02601879175442319,1.1967517260288416
0.008957671371974278,-0.03707377686129629,1.2312639310267919
0.03151206730660333,-0.013817758973070138,1.2469750593309006
-0.0006408830804314966,-0.025930087962654405,1.2699205281838917
0.027333582520233927,-0.00209879042113148,1.2739321318492598
-0.015128355348857092,-0.014287897675190162,1.279401117309645
0.015914367862419586,0.0040269975216540715,1.2681270921814218
-0.03288893079055457,-0.009482353102047106,1.2524092105158604
-0.006003005789157405,0.005343362750035621,1.2183879214119224
-0.05108303746866976,-0.003462145080673884,1.1777210500883104
-0.04322430509585244,0.01017415045657491,1.111637560172613
-0.07952207762086433,0.01170240437530265,1.0381714303859717
-0.07253488357677151,0.032664610860217325,0.9385067855437637
-0.087591611145939,0.044577005050291434,0.8168514783746605
-0.08540558294561398,0.06683573534430914,0.6565462653864873
-0.08854422513767699,0.08187737026136163,0.454230388603874
-0.07942562167628636,0.09806110919415562,0.20359194369667205
-0.24276962506316618,0.16092212324493516,0.004137394269372624
-0.2533027249484194,0.2472754838123808,-0.2745478594491656
-0.2720858469379769,0.2593715454322873,-0.5507955306257301
-0.27464595092603095,0.25781690692973686,-0.8671916914135132
-0.21907921632649635,0.27198390659374744,-1.0542123718842378
-0.20871460217028914,0.35554016008346073,-1.1742933073407458
-0.21554444244537885,0.413956992226316,-1.2826456782967317
-0.22825417223647143,0.4463973366413059,-1.374790259077704
-0.24741530603574075,0.444036900675981,-1.5191563425629504
-0.24260468919061332,0.4349752519516372,-1.6823292112486214
-0.20516772780204853,0.34550376994399135,-1.8292533651150475
-0.12495794239424607,0.21949678095531722,-1.945225785263386
0.038078217431463696,-0.02119971904113538,-2.1009333020830834
0.14774059105381915,-0.2692726916246099,-2.202132459869005
0.3331545266962191,-0.5721901881772181,-2.312654190295743
0.4629993011423327,-0.8157436250844923,-2.4056836573122693
0.5765980389580839,-1.10544570428266,-2.531158376504552
0.6812683599623961,-1.360538177010778,-2.6661008310511933
0.6639826241101447,-1.7759485933888164,-2.7373458727227584
0.6629268044352954,-2.101251508191986,-2.812985927012588
0.6580425993289182,-2.4630877783062486,-2.99368736397574
0.6690807376814459,-2.720904824258266,-3.014917487084514
0.6444522340339983,-2.917234484954775,-3.0418953973820684
