var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,latent1,latent2,latent3
1.2529403945176505,-0.0029446913152905672,0.003030221019791516,0.0045606319798767,-0.0013267635385543087,-0.003306532281593118,0.0049154369169704774,-0.002467001481969133,-0.004005353029815483,-0.004651904775462681,-0.0003954020163217638,1.0,0.0,0.0
1.2525460547022196,-0.002968046976458778,0.002825377243361121,0.0044541797697648326,0.004471576397231099,0.022125950101598013,-0.10351268886252528,0.0022612244744384877,-0.04155391392105653,-0.019636191248580983,1.4480022507600667,1.0,0.0,0.0
1.2512840936972702,-0.0028406082442464647,0.0024384849128846467,0.004273744686206085,0.02181012083878297,0.049305853281828994,-0.21197435890502786,0.03186409539097517,-0.05244395308615694,-0.024259812630717942,2.884723611086319,0.0,0.0,1.0
1.2491546483778846,-0.0024350792730313173,0.002021013763052016,0.004079738390316479,0.05059679813840555,0.07654991293548265,-0.3203625938218095,0.06979709448996321,-0.05075954232023034,-0.023664176065291587,4.310065631097945,1.0,0.0,0.0
1.2461589554433707,-0.0017264983968160038,0.001641759061939262,0.0039011957299352174,0.0907411606935005,0.10275261818896804,-0.4284951690487993,0.10639543142612036,-0.04372153077731997,-0.020743869473919183,5.724159892092751,0.0,0.0,1.0
1.2423002841156594,-0.0007511620625861485,0.0013273516706511926,0.003749797565148353,0.14215356168999416,0.12712532195421775,-0.5360340836485582,0.13567691569931192,-0.0349835139599307,-0.01706090555552716,7.1270898215041365,1.0,0.0,0.0
1.2375861911068702,0.00038504084252516537,0.0010837123343278607,0.003560780564296896,0.20474835565217586,0.15920463342669774,-0.6209574080653925,0.1714633236203311,-0.02864715486241778,-0.029378566610796308,8.47398082548714,1.0,0.0,0.0
1.2341673268396451,0.003593855854418497,0.0008458448607703686,0.0026547046581071555,0.2740252643290515,0.4031136806502679,-0.2390296568601365,0.608163659084576,-0.02743373224848732,-0.17644398277933035,8.865650157012093,1.0,0.0,0.0
1.2336528605156132,0.008256949468908741,-0.001454294556522072,0.0015917286480992658,0.3463092417188077,0.5850255695364979,0.10324154841461873,0.5412878734697387,-0.5411469054266898,-0.0958057080429668,9.225685153366758,0.0,0.0,1.0
1.2356087144165102,0.01191665250162505,-0.0075251462219841,0.001113064872512126,0.41818418200852014,0.6916478277943703,0.3746185950645821,0.3630577434620037,-0.9711835155246634,-0.030324730230714768,8.769045293527826,1.0,0.0,0.0
1.2394110467251518,0.014541613343082762,-0.015928231625070646,0.001070201207410413,0.4840441245265179,0.7467713685556993,0.56331919443945,0.28572104406598664,-1.1251737466842968,0.014414401605599378,7.72349447976852,1.0,0.0,0.0
1.2444016288677289,0.016870832151366474,-0.02474115915108567,0.0012847959841735346,0.5405291600910989,0.7638240001725158,0.6722728754164351,0.2915000016019053,-1.0746239775770552,0.03615671447530967,6.422788478935614,0.0,0.0,1.0
1.2499824603457377,0.019362128117842152,-0.03275906478186682,0.001612903916789947,0.5866051010195911,0.7540703475623214,0.7126935382140748,0.3279649461830729,-0.927306259661696,0.04413376806515775,5.116557085022333,0.0,0.0,1.0
1.2556650560409122,0.022140008130575654,-0.0395098143008572,0.0019688413381651814,0.6229412976485804,0.7304763624723507,0.7009002811646061,0.3664775588798622,-0.7594007083737973,0.04389600263863305,3.9798087897347063,1.0,0.0,0.0
1.2611097982687691,0.025206224112163743,-0.04501398894076901,0.0023015309508202172,0.651273610016224,0.7072623301632219,0.6567531144407089,0.4020956907568423,-0.6168645941028938,0.03886437053611079,3.1081405907008244,0.0,0.0,1.0
1.2661268532836445,0.0284840050900276,-0.04958357206054929,0.0025844869832842487,0.673782550752369,0.6897909691185429,0.5970089696100281,0.41955959969548384,-0.5262592826351931,0.03180959188657118,2.5190247414366462,0.0,1.0,0.0
1.2706304210486372,0.031846633835070005,-0.0536044256854421,0.0028094860824020053,0.6925647626961124,0.6787725780697532,0.5285294322794748,0.42267075396791337,-0.4794474406786873,0.024606626243968296,2.176315688788072,0.0,0.0,1.0
1.2745588408292663,0.03520070645694658,-0.05737263621292432,0.0029799173308988963,0.7093752958495771,0.6727556968533659,0.4533409056922589,0.4169080802669514,-0.4629146733436866,0.018251581439187342,2.0260437619996927,1.0,0.0,0.0
1.2778662537920584,0.038490341989445516,-0.061086709323966634,0.0031042828960042164,0.7255439934688104,0.6702966959203839,0.3733852789731465,0.4061084756641711,-0.4657599545268054,0.013097203138558413,2.0158756875855577,0.0,0.0,1.0
1.2805215285057872,0.04168333054827005,-0.06486844963982714,0.003192403097887943,0.7420202712143293,0.6700178291757729,0.2904275617886936,0.3922691124043845,-0.4796826242906236,0.009162866787612365,2.1030567121087973,0.0,0.0,1.0
1.2825087439658294,0.04475159299776111,-0.06877499341091356,0.0032441691455643838,0.7594577893351983,0.6702127617197438,0.2063859902132011,0.3749694604022701,-0.4969610189886448,0.004259316291141408,2.2561204544110622,0.0,0.0,1.0
1.2838250707924537,0.047699192866346884,-0.07280096599300248,0.0032364737434350302,0.778270251583039,0.6731530026914673,0.12419450691640678,0.3646581852131566,-0.5106147031505955,-0.005050165702601393,2.442796558394503,0.0,1.0,0.0
1.2845527107343382,0.050603239890446086,-0.07691148421355777,0.0031539745224841,0.794847310227633,0.6612006902456569,0.06197407298066766,0.3640081371030067,-0.5140637701759811,-0.013576192211190484,1.3789434776548517,0.0,0.0,1.0
1.2847899658942914,0.05334285636921386,-0.0812648212469395,0.0030758422560084385,0.801754072016473,0.6480510387862021,-0.004350723922841106,0.31965988964943426,-0.5748964132039877,-0.006775662895871606,0.4483684872011901,1.0,0.0,0.0
1.284461421473025,0.05575266884244647,-0.08607127534091696,0.003062804622811168,0.8033032582885952,0.6408202327826634,-0.07868482200781234,0.2817922119262606,-0.6269600560677819,0.0022644841396185548,-0.005922110873613801,1.0,0.0,0.0
1.2835197070076052,0.057916221831936225,-0.09120768903341707,0.003097262503337934,0.8023583855750429,0.6370566582971443,-0.15721807399112386,0.25858227868019795,-0.6572671939327598,0.005726615891774111,-0.20125594543964329,0.0,1.0,0.0
1.2819399684132136,0.05992704091874185,-0.09653773292387187,0.003147221214133706,0.8004501138329555,0.6351375370368755,-0.2379535336855551,0.2438842430343945,-0.6753012405143249,0.006474014646204849,-0.26150800461257995,0.0,0.0,1.0
