var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11
1.248154900580865,0.000979902258164106,0.0018537669289125014,0.001138486381333046,0.0027847254484047613,0.0032516712459111806,0.003851035979261807,0.004787862128663402,0.0005264942536709139,0.0017628344621307447,-0.0018953686708114248
1.2477497214338904,0.0009845078427687022,0.0015444442079798348,0.0012774729903591443,0.008563125340689925,0.030096110957192168,-0.1050738635785417,-0.005331339320042993,-0.07735478400164797,0.02892621374240427,1.4449187020440144
1.2464739358998624,0.0010568850101263213,0.0008419268598227732,0.00155304369441513,0.02587394342678664,0.057739395749801165,-0.21382600214974729,0.022128086722044787,-0.09794157182251319,0.037879678594509164,2.8810781771160388
1.2443288658439642,0.0014101727293748074,8.998205301302722e-05,0.0018596084045947288,0.05463082651554671,0.08501822328299873,-0.3223954551884194,0.06498866086256237,-0.08977330931219625,0.03777964293477705,4.306354140139479
1.2413163255815967,0.0021325427539294617,-0.0005244374730890652,0.002146958400549328,0.09474567858388251,0.11136449069679638,-0.4306637984855291,0.1143085825449826,-0.06356595965022202,0.033676845364414364,5.720525794187034
1.237439826058267,0.0032453485011212043,-0.000889084088959363,0.002395027195798554,0.14612928960682323,0.13614456908878256,-0.5383179384857589,0.16240938444629602,-0.02730171628633505,0.028268689857762715,7.123528323267223
1.2328713940211113,0.004816618673133943,-0.0010063563397246151,0.002509438627023244,0.2083506567357215,0.22904465297661153,-0.5015349718979305,0.31085832402046654,-0.04259269259227516,-0.002121075205086663,8.21625224081772
1.230337810728871,0.008139448766965991,-0.0024762711879033174,0.0023450794562474946,0.2757869686782592,0.45055086848584885,-0.13723984063144862,0.5000409721508574,-0.31791696545296877,-0.033428952775589084,8.661643056734235
1.2305369026560287,0.011563156398115972,-0.007044252736022889,0.0021036319945399494,0.3456073320568419,0.6016163938632179,0.17886024548128027,0.34507926474483597,-0.8189145155264914,-0.026436913066082656,8.813917265993608
1.232983025456893,0.013924263617667656,-0.014716129062823319,0.002003954764640081,0.4134583601475194,0.6936334599756511,0.421207800882751,0.23750618789662037,-1.094563646893993,-0.0009314284629334492,8.174535501937509
