latent1,latent2,latent3
0.37707733053813924,0.3008409544366767,0.322081715025184
0.37404868031095845,0.25069168765150374,0.37525963203753787
0.3569513486220456,0.2829023180797446,0.3601463332982098
0.3584396225149212,0.24805297914751281,0.39350739833756604
0.35337246060746846,0.2261948350646072,0.42043270432792434
0.3463151459043646,0.21382508922010102,0.43985976487553435
0.34086710168078693,0.20670843126144095,0.45242446705777206
0.3694791918206155,0.1905854068102152,0.43993540136916937
0.38514037704815507,0.19292761645431072,0.42193200649753426
0.3980765849539825,0.1967337796633845,0.405189635382633
0.4103635610606518,0.1976240956622325,0.3920123432771157
0.41177475338837854,0.1415381317385467,0.4466871148730748
0.4300198013148578,0.2020745118316873,0.3679056868534549
0.43486396172113995,0.1477514531743076,0.41738458510455245
0.4419242945637302,0.15585738256204393,0.4022183228742259
0.44372778173850314,0.1638089417607149,0.39246327650078194
0.44068181832609366,0.1696158360691173,0.389702345604789
0.43410496441663204,0.1726847971097902,0.3932102384735779
0.4253500856113025,0.1732735634994704,0.40137635088922696
0.4154204461814599,0.17197928442992325,0.41260026938861677
0.40510863258126445,0.1694546969828284,0.42543667043590705
0.3885088333739183,0.23145931774045458,0.3800318488856272
0.39125923620477226,0.18669055404588356,0.42205020974934426
0.34744762596889583,0.28256029671579574,0.3699920773153085
0.3309771484134372,0.2980220555376533,0.3710007960489094
0.31947788118668996,0.3055836030064074,0.3749385158069027
0.31058073662136937,0.3088384527515784,0.38058081062705224
0.30300268708013667,0.3099353893105996,0.3870619236092637
0.29618787824419146,0.3099306954734053,0.39388142628240325
0.28978480941114787,0.3093885077235091,0.40082668286534295
0.2835570646808672,0.30865097205680725,0.4077919632623256
0.2877192006764174,0.31771190605328686,0.3945688932702958
0.29836300926889747,0.3141395854382229,0.38749740529287974
0.3056500427823791,0.3116813088354145,0.3826686483822065
0.31249444894000566,0.30850810322185185,0.3789974478381424
0.3207876873121221,0.3037777031344341,0.37543460955344377
0.3294556809280864,0.2980157849064198,0.37252853416549386
0.3375039115584357,0.29263509767280305,0.3698609907687612
0.3448828482661992,0.2871014863472041,0.3680156653865967
0.3509266520446448,0.2823466777127003,0.366726670242655
0.35609694219855836,0.27757821068089844,0.36632484712054314
0.3597667107845089,0.2736350136204877,0.36659827559500335
0.36272306247004105,0.2696213889956847,0.3676555485342742
0.36425615688611535,0.2663884151399137,0.3693554279739709
0.3653786441943166,0.26296534162529356,0.3716560141803899
0.3652157269083463,0.26028198171946626,0.3745022913721875
0.3649719669117363,0.25726655855199376,0.3777614745362699
0.36353948341669773,0.2549956496490528,0.38146486693424947
0.36233430433654074,0.25224007920142943,0.38542561646202983
0.3599040756935824,0.2503742582983141,0.38972166600810354
0.3579846509124412,0.2478464645150235,0.39416888457253535
0.35477297170245214,0.24630450052956382,0.398922527767984
0.35239247485223424,0.24382320389578802,0.40378432125197766
0.34853931262113375,0.24255064314794791,0.4089100442309183
0.34582964642868824,0.24003305079716658,0.41413730277414523
0.34137366199023506,0.23905072246191894,0.41957561554784606
0.3383617626087659,0.2364844872045866,0.4251537501866476
0.33330056050183937,0.23582842438044543,0.4308710151177153
0.329926562146639,0.23326537052745686,0.43680806732590416
0.3242769229440483,0.23292821187543772,0.4427948651805139
0.3204035590378812,0.23049246227657944,0.4491039786855395
0.3142357179293564,0.23038299524715597,0.45538128682348766
0.30967269594286273,0.22825977606742245,0.46206752798971495
0.3030881501315777,0.22821950929286042,0.4686923405755618
0.29765126129202263,0.2265915551210335,0.47575718358694385
0.29069383285277817,0.22649251548465082,0.4828136516625709
0.28417703789049487,0.22558688595813403,0.49023607615137105
0.27655384838130503,0.22571768077790572,0.49772847084078914
0.26880047119766615,0.22562162238651443,0.5055779064158195
0.2602311755515915,0.22610236645339873,0.5136664579950099
0.269467662258781,0.22517779119734405,0.5053545465438749
0.2707471960935173,0.23320706520381115,0.4960457387026716
0.26884333089362383,0.24362273168971227,0.4875339374166638
0.2648071360827625,0.25661142698995754,0.47858143692728
0.2555514937022517,0.2757040576963641,0.46874444860138426
0.24136986474470212,0.30148868174364046,0.4571414535116574
0.22921154181169712,0.3307809113890396,0.44000754679926335
0.2222743160754086,0.3606028806794045,0.41712280324518686
0.2197618903548788,0.3890387947719996,0.39119931487312165
0.2201973222872468,0.4144687448703239,0.36533393284242927
0.2451478136151619,0.4239019450374401,0.3309502413473979
0.24264029464215406,0.44721596111941747,0.31014374423842833
0.24291920249486945,0.46414702992748436,0.2929337675776462
0.24648992853801185,0.4757447721946193,0.2777652992673689
0.2551437065762931,0.4845400989123858,0.2603161945113212
0.2726871288465705,0.4936896065612718,0.23362326459215774
0.30280135976593847,0.5006659331131996,0.19653270712086182
0.3403347886544826,0.4956642080600044,0.1640010032855131
0.38421002357535233,0.4700975231929724,0.14569245323167526
0.44474864020044075,0.4210493651684924,0.1342019946310668
0.4917285885737435,0.35987523187486525,0.1483961795513912
0.5155655499385334,0.3393889023989423,0.14504554766252417
0.5178658705186373,0.33262055059446477,0.1495135788868979
0.509630754667439,0.3298303424740464,0.16053890285851452
0.500290075190144,0.32263440051730524,0.17707552429255072
0.4943231711816178,0.3077104687889049,0.19796636002947726
0.4845925144428137,0.2864791104009042,0.22892837515628203
0.4758077553546165,0.2691144294060532,0.2550778152393302
0.47005367493603933,0.26588838268114856,0.2640579423828121
0.5433352348910752,0.1994582719626239,0.257206493146301
0.6327005424173083,0.14026279855550824,0.22703665902718337
0.6284438501094678,0.13216644891120816,0.23938970097932413
0.6181337447003408,0.14089104592743923,0.24097520937221997
0.6100300135563452,0.14517959006063033,0.2447903963830244
0.5964407684885208,0.13758300901347514,0.265976222498004
0.53637701521605,0.1303940025176654,0.3332289822662845
0.4587330772781044,0.13099398738223952,0.41027293533965614
0.42087665651837625,0.14734118626348602,0.4317821572181377
0.40181776192154117,0.22394301109902182,0.37423922697943696
0.39695301551333245,0.17198516563188312,0.43106181885478434
0.39687356153764053,0.22415072786334053,0.37897571059901886
0.40009029581058575,0.15927317979713637,0.4406365243922779
0.4135319585535022,0.20124846123266438,0.38521958021383335
0.41092454506347437,0.1453264728425696,0.443748982093956
0.4275942024428826,0.18774046705563197,0.38466533050148544
0.413728454318864,0.14172351346549356,0.4445480322156425
0.42325531547111206,0.18774135226220964,0.3890033322666783
0.40060584965439594,0.14472885312705747,0.45466529721854665
0.40322745284843364,0.1955777366906426,0.40119481046092376
0.378103200516862,0.15166629269994578,0.4702305067831921
0.37782810286516516,0.20673933443609724,0.4154325626987375
0.36563830019030724,0.21264301162399837,0.42171868818569436
0.35498719533205564,0.21852737431737482,0.42648543035056957
0.34509594769850604,0.22574691463140284,0.42915713767009117
0.3270729741715045,0.24799030167100378,0.4249367241574916
0.31628777076374404,0.27306491687422824,0.4106473123620278
0.3086106048994813,0.29227584169014204,0.39911355341037663
0.29260510555318026,0.37563720757672897,0.3317576868700908
0.2785551897682562,0.4344136227370484,0.2870311874946954
0.2658409983323289,0.488759652069974,0.2453993495976972
0.2622977641065005,0.5029634402037204,0.23473879568977898
0.2598864314746529,0.5023532947850606,0.23776027374028633
0.25785633653553797,0.4944792163172578,0.24766444714720431
0.2558987898156755,0.4829853079252425,0.261115902259082
0.2539237146028702,0.4701621593569143,0.2759141260402155
0.2518808801517541,0.4575936340415174,0.2905254858067286
0.2496459088493897,0.4463208336450152,0.3040332575055952
0.24704700835584392,0.43690806626295653,0.31604492538119966
0.24393843690866635,0.4295496061553411,0.32651195693599266
0.24024484658286185,0.4242053022217908,0.33554985119534736
0.23596665571073058,0.42071776813062184,0.3433155761586477
0.23116416441657228,0.4188912031398652,0.34994463244356255
0.22593700005347678,0.4185340577474325,0.3555289421990907
0.2204062587532176,0.4194767146182773,0.36011702662850514
0.21470103003327742,0.42157311299729777,0.3637258569694248
0.2089478299359356,0.4246931945254446,0.3663589755386199
0.20326120168417694,0.42871020609359173,0.36802859222223133
0.19773226668611635,0.4335990034503832,0.36866872986350047
0.19242778870280425,0.43921764479874864,0.36835456649844717
0.2551038352906268,0.318958821235095,0.42593734347427814
0.2108494260589122,0.33578344592450404,0.45336712801658385
0.1836867806637138,0.37391695596692726,0.442396263369359
0.18212410318245226,0.4093754498767243,0.4085004469408234
0.20589834651008487,0.4230038583833016,0.37109779510661345
0.20194779458970386,0.4292903266185084,0.3687618787917876
0.22429644823644765,0.44666937518109734,0.329034176582455
0.24524365736114678,0.4755479898249672,0.279208352813886
0.26354134281055996,0.4536825336910435,0.28277612349839654
0.2722685679790897,0.44127382817111316,0.286457603849797
0.26020350050371965,0.4717117442646869,0.26808475523159353
0.30698622816940946,0.39625993201346255,0.29675383981712816
0.4159703868503287,0.3713022039866751,0.21272740916299626
0.45225295836042056,0.3664845594442063,0.18126248219537305
0.5214820374839577,0.32001639415327365,0.15850156836276866
0.5622459849949177,0.28628241107280555,0.1514716039322768
0.5654495578930288,0.27456933908083275,0.1599811030261384
0.5472513239455453,0.27196659168593545,0.1807820843685192
0.5282765884363284,0.26152681923698495,0.21019659232668664
0.5066569620253466,0.24941868676793258,0.24392435120672085
0.4933024854964042,0.23502652205203112,0.2716709924515647
0.4900460055815762,0.21971234977913817,0.29024164463928565
0.48351285128430743,0.22157397204883175,0.2949131766668609
0.46678803999308505,0.2518194467846931,0.28139251322222175
0.5794915971202745,0.16920623232153792,0.25130217055818754
0.6192459010340108,0.14301411249271714,0.23773998647327202
0.6177955974836534,0.13414673023019125,0.2480576722861553
0.6056263148796479,0.1320069775070704,0.26236670761328157
0.5927627111235406,0.13854549402613958,0.2686917948503198
0.5573117677932621,0.1342673933830991,0.3084208388236388
0.5013619319723235,0.1277613956477597,0.37087667237991684
0.4406339985793231,0.12098171934174329,0.43838428207893365
0.4065114952203474,0.12009932404462907,0.4733891807350236
0.41286688671169525,0.18040395452050514,0.4067291587677996
0.40918448181180017,0.16491230627044673,0.4259032119177532
0.4048559813398672,0.2479827949701504,0.34716122368998237
0.40738447209529854,0.21936493843765253,0.3732505894670488
0.4071892673906038,0.2397714400574145,0.3530392925519817
0.4045561189440032,0.25687383520767326,0.33857004584832356
0.399557786392837,0.2689474558285615,0.3314947577786014
0.3942494267540971,0.27696089553046244,0.32878967771544043
0.39366688477175676,0.2798653055473354,0.3264678096809077
0.40010533998766407,0.2752571986885379,0.324637461323798
0.4115391810437599,0.2631185261069977,0.3253422928492425
0.42292565743141053,0.24545360565924837,0.3316207369093411
0.4294770890407928,0.22517030400506896,0.3453526069541383
0.42905577900839814,0.20491505250021608,0.3660291684913858
0.42220214210569673,0.18670842178047678,0.39108943611382646
0.4109569129261364,0.17171549440385403,0.4173275926700097
0.403229027350277,0.2116458122507277,0.3851251603989953
0.38389193563634666,0.15250922958147425,0.46359883478217906
0.3837232711284451,0.19501559818372466,0.42126113068783033
0.3679187786208518,0.1954559550515985,0.4366252663275498
0.3508707394368453,0.20675618404615642,0.4423730765169982
0.3424440645445945,0.22359992852018404,0.43395600693522157
0.33673639808354255,0.23782832691389116,0.4254352750025664
0.3372034168318142,0.25597266872690083,0.406823914441285
0.31735638452879517,0.35368909311239194,0.32895452235881284
0.3451935671672269,0.34647882720973905,0.30832760562303413
0.33669855890991973,0.37156827873005993,0.2917331623600204
0.3334914695215333,0.3747877762003269,0.29172075427813987
0.3322058743625276,0.3685520256802037,0.2992420999572687
0.3315942069915211,0.35877734362635705,0.30962844938212186
0.3310292601631798,0.3483551058794449,0.32061563395737525
0.330125798022205,0.33866939017884906,0.33120481179894584
0.32866105199305834,0.33028156163034866,0.34105738637659294
0.24952438292204787,0.39321013229557,0.35726548478238224
0.32375012229334743,0.3176832786301497,0.35856659907650296
0.24523098015882697,0.3839783308026609,0.3707906890385122
0.31628988032811484,0.30981319236079113,0.37389692731109403
0.23868153704478481,0.37799473589185945,0.3833237270633557
0.23459838165274718,0.376091751952148,0.3893098663951048
0.2300034168544114,0.374878888327964,0.3951176948176246
0.22491653181067867,0.37434954032499995,0.4007339278643213
0.21936069461307903,0.3745106886267992,0.4061286167601217
0.21336758035657385,0.37537996919339905,0.411252450450027
0.2069840768229783,0.3769824993813248,0.41603342379569686
0.20027886913466345,0.3793475888975232,0.42037354196781346
0.19334796412363464,0.38250619769903604,0.4241458381773293
0.18631848430050804,0.38648937862002225,0.42719213707946957
0.17934915530696993,0.3913284598002299,0.4293223848928002
0.17262511408392037,0.3970576803223223,0.4303172055937573
0.1662760044072527,0.4037575645722072,0.4299664310205401
0.16050377259811968,0.41149543835240177,0.42800078904947864
0.15550394055149497,0.4203221537191252,0.42417390572937996
0.15137401309070836,0.43027571147514393,0.41835027543414766
0.1928995412679378,0.3898817594677233,0.4172186992643389
0.1436529393537936,0.45760665685746155,0.3987404037887449
0.1940267472159046,0.4550811888917104,0.3508920638923849
0.1988842865863123,0.4905372265438772,0.31057848686981054
0.2187082386485192,0.4619559845585923,0.31933577679288844
0.2204643425354909,0.4742963506340082,0.3052393068305007
0.22303157846025173,0.452545353303953,0.3244230682357952
0.24071704044049255,0.4350526250754101,0.3242303344840974
0.25022664202818945,0.4534470175821209,0.2963263403896897
0.2580440076297987,0.45474944665527195,0.28720654571492943
0.2763836661587315,0.43312738629972,0.2904889475415486
0.2828976931843848,0.4233721531391501,0.29373015367646516
0.2538206167030443,0.4203082834477769,0.3258710998491789
0.3784890571144152,0.36230575547385413,0.25920518741173065
0.4024932771584477,0.4105499306086259,0.18695679223292647
0.4866976239162257,0.36887876190188246,0.14442361418189187
0.5111981383934996,0.355632854324343,0.13316900728215725
0.549409136232233,0.3204103081964865,0.13018055557128044
0.5656914106080255,0.29339600516593217,0.14091258422604222
0.5644437383338449,0.27151473802548864,0.16404152364066654
0.5510384682120343,0.25151528485112107,0.1974462469368447
0.5317340655831504,0.23222339177870457,0.23604254263814498
0.5055105463822049,0.21449462975891062,0.2799948238588844
0.47803639320555646,0.2138093380403626,0.3081542687540808
0.5504272109672456,0.15613015767735786,0.29344263135539667
0.5955724118983388,0.13907565021870702,0.2653519378829543
0.6207038740534674,0.13012951057669533,0.2491666153698372
0.632323623799322,0.12087390950945438,0.24680246669122355
0.6359623788273966,0.126487281272052,0.23755033990055147
0.6261163451277292,0.1276518307602034,0.24623182411206754
0.5577659383680528,0.12019022944805205,0.3220438321838952
0.4683703067737262,0.11820165350847779,0.41342803971779585
0.4212760535291168,0.1216999363346295,0.4570240101362536
0.42203944045956854,0.18598581158652952,0.3919747479539019
0.41633161593547874,0.17124243704170064,0.41242594702282054
0.40889479159956044,0.20547242296746185,0.3856327854329777
0.40368043247772983,0.23208559044858743,0.36423397707368266
0.4057848858251335,0.24728764121803354,0.346927472956833
0.40904344002707155,0.25588198991073496,0.3350745700621936
0.40995446884020864,0.26096127239221784,0.3290842587675735
0.4105344759010348,0.263429809336121,0.32603571476284415
0.41552682631372984,0.26138842213740965,0.32308475154886057
0.4271091245991479,0.25311459171495854,0.3197762836858936
0.4423768212181327,0.23935575444644372,0.3182674243354235
0.4557983924427795,0.22254453920698558,0.321657068350235
0.46307233485047716,0.2047683112539089,0.33215935389561385
0.46232145009022796,0.18747976898777735,0.35019878092199475
0.45373204569767944,0.1718950480110869,0.37437290629123376
0.4391785770990758,0.1589649197327781,0.401856503168146
0.4215202782799323,0.14923915551423897,0.42924056620582873
0.414842602690299,0.1883445685883916,0.39681282872130935
0.38703698260595903,0.13990787368784877,0.47305514370619206
0.3878483606216978,0.18425124887275304,0.4279003905055492
0.3645163568069164,0.19317196251115068,0.4423116806819329
0.35276536994805036,0.21172502238798102,0.43550960766396857
0.34595201849081575,0.23010095071562706,0.4239470307935572
0.35074892755104986,0.2570652481894814,0.39218582425946874
0.3282340767760491,0.3542921970914745,0.31747372613247643
0.36533681670645657,0.33985201854381913,0.2948111647497243
0.31257130672724115,0.3653796074821351,0.32204908579062375
0.3586944381557903,0.3580534432447625,0.2832521185994472
0.31069417781251235,0.36340485599255,0.3259009661949375
0.3585098296477218,0.3401957696987691,0.3012944006535091
0.30945593439926783,0.3462461359089757,0.3442979296917565
0.3572117682016096,0.3216737465115244,0.321114485286866
0.30561792913273833,0.3299459231447743,0.36443614772248745
0.2735292348993328,0.379241530054405,0.3472292350462623
0.3496412147497722,0.3036075300908773,0.3467512551593505
0.29489879743557634,0.3127891295223588,0.39231207304206495
0.265400193728618,0.36726996039260695,0.367329845878775
0.2618015911405984,0.3644811037026266,0.373717305156775
0.2578494027998471,0.3621594518405546,0.37999114535959827
0.2535768241696274,0.3602622469096736,0.3861609289206989
0.24900107890705592,0.3587683225183914,0.3922305985745527
0.2441248130401131,0.35767548973698865,0.3981996972228982
0.2389386784719087,0.35699844567262917,0.40406287585546213
0.23342511588727546,0.35676711991699384,0.4098077641957308
0.22756365885440538,0.3570249219032924,0.41541141924230235
0.22133758399071468,0.35782666157776505,0.4208357544315202
0.21474216287707176,0.3592353251949195,0.4260225119280088
0.20779366393196405,0.361318108676464,0.43088822739157195
0.2005387214190325,0.3641418428271905,0.4353194357537769
0.19306307262222291,0.36776870406855583,0.43916822330922134
