var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11
-0.7981365105436722,0.0695082291194635,0.5773344036670206,1.7749192723071046,-0.5067641483264524,-3.5602621341518117,-0.022017780013745363,0.00496367784193057,-0.001262798363774802,0.030983094553403423,-0.01623865380739279
-0.8006451119170966,0.11971027445360785,0.5755474027967147,1.7910798789707278,-0.49714027661642857,-3.387940030819161,-0.0979641415948889,0.6498939462354543,-0.020670358450570542,0.30739377656838945,0.21258272614773738
-0.807965483654535,0.1504768706208585,0.5618879630031283,1.8117694607579184,-0.46756288355990566,-3.466784309870909,-0.16094806989304014,-0.1872712973295097,-0.1669492053425059,0.15123455359211704,0.4562655624990987
-0.8197643382574518,0.12887513961279792,0.5428809512729906,1.819711419386818,-0.4177327040719325,-3.4568997892325513,-0.22673878870706307,-0.0857372443642365,-0.09315816799307808,0.06754219551934532,0.6937316685968165
-0.8361766464194889,0.1301062074173479,0.5348799928079201,1.8210421923728493,-0.34805019767247897,-3.4268306512861524,-0.2935206035087541,0.11887834442060687,-0.01644168811801392,0.02609680336991752,0.9278264315611965
-0.8572431136946579,0.15739652029937315,0.536017504195376,1.8192472190409767,-0.25875751498199756,-3.39440770085262,-0.3604876167205624,0.26839871557807504,0.03174431738967211,0.00793852347770728,1.1594836804404707
-0.8825083918046074,0.2028115691747677,0.5423993469311997,1.8159488977691067,-0.15033662637152295,-3.298876010189116,-0.36369981386075156,0.4467975388028918,0.04552024823326577,-0.00318925878741011,1.3539095702015553
-0.898179697842278,0.2850146622766906,0.544168962893701,1.8100869299637607,-0.03191036961437283,-3.0182015397986897,-0.13821049290697826,0.674011858292463,-0.019559417226039266,-0.036134443073716854,1.4285549801525455
-0.8990352449822684,0.3769620010453671,0.5308395997357868,1.8040103818958448,0.09110755693084868,-2.798149266969586,0.06084730918010653,0.5834995001863637,-0.16042585961469857,-0.012635942409787156,1.4632841067101334
-0.8874690034447724,0.4488563652308821,0.4990908835080288,1.8002690792430944,0.21182469838804227,-2.6662350887473756,0.2168448482188452,0.40318519721034807,-0.27093661435565614,0.006643478279673482,1.374775238906743
-0.8667346272581244,0.5025219975095663,0.45653817086820647,1.7983222007856186,0.3214891642020928,-2.5963846975817835,0.3237504637632465,0.335408571174876,-0.3079719097723291,0.020517530359583546,1.2010148796318894
-0.8402152434423619,0.5522054160454184,0.41240393143135823,1.797553784273683,0.4150349586244661,-2.573732293245498,0.3836461194106231,0.35078119680474495,-0.2927544643791068,0.02868966959458344,0.9915998576519519
-0.8109679982737762,0.6059906621660403,0.37230162075822676,1.7974601035759907,0.4910613577752779,-2.5844895358271205,0.403319928903238,0.3938197561550913,-0.2532410797858674,0.03318149853349847,0.7842549670437878
-0.7814746120032146,0.665805503364876,0.3383834939992325,1.797715411852787,0.5509003191543014,-2.611748984532936,0.3927236782305751,0.43807731129379596,-0.20891254416947821,0.035267374691527825,0.6058650696121268
-0.7534375801743481,0.7315340151701524,0.31043948592920956,1.7981066006120179,0.5975879833731911,-2.6384471201993995,0.36352330200613364,0.47720339447793564,-0.17209073685097712,0.03580867778016897,0.4708414918276336
-0.7277986770503213,0.8013976185573886,0.2868717750281214,1.7985061407192677,0.634843432094845,-2.6582209391680767,0.32538212083985557,0.49522689988998614,-0.14937144636443997,0.03551271228059319,0.3811758565394521
