dlon,dlat,dalt,episode
-1.334014981853822057e+00,-2.593426452927048986e-01,1.532094197366906219e+00,1.000000000000000000e+00
7.138507821300390521e-01,-5.973840092031240667e-01,6.929463473601992218e-01,1.000000000000000000e+00
-6.063574267613502933e-02,-1.379674435507561192e+00,1.834012858136142565e+00,1.000000000000000000e+00
-1.318482415284010667e+00,4.003062297123062274e-01,-3.143563260536539339e-01,1.000000000000000000e+00
-1.022417606260732859e+00,5.314730553491653353e-02,1.291260478995782668e+00,1.000000000000000000e+00
-3.088497904521120274e-02,-5.748022421075228428e-01,1.793557775745554528e+00,1.000000000000000000e+00
1.431301666616435764e-01,3.956646739969683635e-01,2.106072111640207467e+00,1.000000000000000000e+00
9.806818960542916797e-01,-1.000729020335280550e+00,1.480388814656590890e+00,1.000000000000000000e+00
3.082339088111647474e-01,-4.412906293900872856e-01,3.546847861707307370e-01,1.000000000000000000e+00
-1.098773482899631393e+00,-1.117568200140756307e+00,1.804644981253766822e+00,1.000000000000000000e+00
-1.187627401699140606e+00,-1.992068049975256994e+00,9.837387101970246350e-01,1.000000000000000000e+00
-4.056386753594553030e-01,1.147811440973434571e+00,1.378059525912732397e+00,1.000000000000000000e+00
3.616038551391189682e-01,-1.445311173404275618e+00,1.108358549238274815e+00,1.000000000000000000e+00
6.579108720350319572e-01,-6.381292660912096792e-01,8.982477097563399404e-01,1.000000000000000000e+00
-1.713323110254767023e+00,-1.373376153001255040e-01,1.147157005632992055e+00,1.000000000000000000e+00
7.537619111560004415e-01,-3.372530801538015099e-01,1.690034210791689029e+00,1.000000000000000000e+00
-1.008342809148962793e+00,-5.253439409999298704e-01,1.453343928232358362e+00,1.000000000000000000e+00
-8.442549567488223383e-01,-1.379765322133656991e-01,9.181868531372939790e-01,1.000000000000000000e+00
-1.234265125329505164e+00,-1.508519033284399624e+00,2.294182240602892442e+00,1.000000000000000000e+00
-8.323778256413225662e-01,-5.575993255742771604e-01,3.382153398239922115e-01,1.000000000000000000e+00
-3.529628713300910769e-01,-6.378117606731612543e-01,1.604503243206044871e+00,1.000000000000000000e+00
-1.748141447850258601e+00,-1.036345750836207502e+00,1.177131484895037383e+00,1.000000000000000000e+00
-1.608775170419510792e+00,-6.048812159601910654e-01,3.541915035089963082e-01,1.000000000000000000e+00
-3.517069886323950234e-01,-8.724740637240951946e-01,8.156402764509296244e-01,1.000000000000000000e+00
-2.076493023127333748e-01,-3.053218815933866903e-02,5.194452339756858716e-01,1.000000000000000000e+00
-9.635068997695712678e-01,-1.001997810382809773e+00,6.674605087824522220e-01,1.000000000000000000e+00
4.157812604303690041e-02,3.191329858267549779e-01,1.184583167899035061e+00,1.000000000000000000e+00
-7.006029087227579888e-01,-8.747855611299417689e-01,1.183486695840441971e+00,1.000000000000000000e+00
-7.653047686527342242e-02,7.483708898654365393e-01,1.037405710324595276e+00,1.000000000000000000e+00
1.130750522635199928e-01,1.427367690471211814e-01,1.999766864036979452e+00,1.000000000000000000e+00
-1.527366758576543249e-01,-5.122816200768931516e-02,2.506539242907454224e+00,1.000000000000000000e+00
-1.407081362268742364e+00,-1.029342181825218416e+00,2.315224405500642124e+00,1.000000000000000000e+00
2.079798093693191463e-01,-1.233582613852338250e+00,1.470008278914576749e+00,1.000000000000000000e+00
-1.290051638518419308e+00,-8.067381194877418782e-01,9.669380559330698066e-01,1.000000000000000000e+00
3.263652566350582207e-01,-8.153168299476888370e-01,8.059644334009212763e-01,1.000000000000000000e+00
-4.572231014453554399e-01,-1.010069942769003415e+00,1.762298504584391079e+00,1.000000000000000000e+00
-6.179754222455962065e-01,-1.920244939377942384e+00,2.072099239851160846e+00,1.000000000000000000e+00
-5.723752878480381501e-01,-1.124705431428727254e+00,2.508950029627802891e+00,1.000000000000000000e+00
-1.402876023059976607e+00,-9.554822263148819994e-01,1.817564517199693919e+00,1.000000000000000000e+00
3.314165180006157785e-01,2.421350581389558609e-02,1.392889835798693632e+00,1.000000000000000000e+00
3.229057855699655200e-01,-1.931218524631088673e-01,1.084979376396170370e+00,1.000000000000000000e+00
-1.037759184714347027e+00,-6.362969190684825138e-01,1.377881735010493491e+00,1.000000000000000000e+00
1.645997475734295445e-02,-1.420906143781064612e+00,5.245385705676249843e-01,1.000000000000000000e+00
-8.611248114009190102e-01,-1.331161528650523396e+00,2.551569194881709635e+00,1.000000000000000000e+00
-4.287458121845842407e-01,-7.974760179658979542e-01,1.454626506440532374e+00,1.000000000000000000e+00
-1.730617311978203954e-01,3.411164326226590049e-02,1.401098765139207059e+00,1.000000000000000000e+00
-1.115155873670342412e+00,-9.676631684838723491e-01,1.355652969101714511e+00,1.000000000000000000e+00
-1.366025401957323138e-01,-1.611147189109260136e+00,6.933273684574359219e-02,1.000000000000000000e+00
-6.216754872093804840e-01,-1.313221167702323555e+00,1.022549275901291521e+00,1.000000000000000000e+00
-1.375891716637639983e-01,-7.830465836713673689e-02,3.997241420116350863e-01,1.000000000000000000e+00
-4.627652040629658958e-01,-1.780296802499131026e+00,1.662472227919291168e+00,1.000000000000000000e+00
2.462088202936322245e-01,7.719935967244140329e-02,1.419191732076514612e-01,1.000000000000000000e+00
5.671569598609330631e-01,-1.227790685493482137e+00,9.592809680774195824e-01,1.000000000000000000e+00
1.171597324492310577e-01,-2.715669498929746961e-01,6.828663838805879571e-01,1.000000000000000000e+00
-2.644414917927362385e-01,-1.647493987091040335e+00,7.839779339680963410e-02,1.000000000000000000e+00
-3.766598446513571563e-01,-1.757764937284137297e+00,5.745828469774620917e-01,1.000000000000000000e+00
-2.828272031028778999e-01,-4.948784074671470634e-01,1.270553502891949238e+00,1.000000000000000000e+00
-5.430191952230580821e-01,-7.781537581046599206e-01,3.037846001422623843e-01,1.000000000000000000e+00
4.685311806558919434e-01,1.314313004191201006e-01,5.229726656719073663e-01,1.000000000000000000e+00
-9.561561664644103731e-01,-7.456133498644414992e-01,4.189346794986165134e-02,1.000000000000000000e+00
5.087972035140370108e-01,-3.167249631918783170e-01,-1.010783454323263553e-01,1.000000000000000000e+00
-6.408616459385350073e-01,-3.244867196713091539e-01,-8.470527485045653560e-02,1.000000000000000000e+00
-1.104304369227370630e+00,-9.973927375416065111e-01,1.239896355347912538e+00,1.000000000000000000e+00
-1.351730743552683522e+00,-9.353231323584709767e-01,-1.455808913930670689e-01,1.000000000000000000e+00
1.286797652559931171e-01,-2.867228512078399683e-01,7.176264153811527935e-01,1.000000000000000000e+00
-2.285246208819941005e-01,-3.457300101509747092e-02,5.181640243429582737e-01,1.000000000000000000e+00
-8.829456475281194372e-01,-2.740821627368996150e-01,4.386774303598934832e-01,1.000000000000000000e+00
4.824704733893092623e-01,6.158522522100519092e-01,4.644831157022225043e-01,1.000000000000000000e+00
-6.543854790939293009e-01,-1.267877171251774460e+00,6.278006746581480391e-01,1.000000000000000000e+00
-3.256685960777174205e-01,-1.449087992121476320e+00,2.301288966229477206e-01,1.000000000000000000e+00
-9.215538179017189746e-01,-3.588563196911837005e-02,4.146363632957867917e-01,1.000000000000000000e+00
-1.152353189886152762e+00,-7.489326250403232077e-01,5.503581143630316141e-01,1.000000000000000000e+00
-7.389920246719978714e-01,-9.352111004167602548e-01,4.123399397932441257e-01,1.000000000000000000e+00
3.287827199758120988e-01,-1.525590697517822392e-01,6.560780616788679520e-01,1.000000000000000000e+00
-2.474826841979860803e-01,-1.297308785335347325e+00,6.564570944775539596e-01,1.000000000000000000e+00
-2.864106046553542284e-01,-8.367841919450352828e-01,4.557978967129701631e-01,1.000000000000000000e+00
-3.237023373841243501e-01,-1.344887551201288556e+00,5.268176806701412307e-01,1.000000000000000000e+00
6.598398222117156653e-01,-8.623241846835035807e-01,-5.954365616476806622e-01,1.000000000000000000e+00
-2.847199795524915089e-01,-4.903609836035228708e-01,7.941181471251215207e-01,1.000000000000000000e+00
-5.004587611052957463e-01,-2.416618129973617357e+00,3.130890903332053110e-01,1.000000000000000000e+00
-2.280395753514448953e-01,-8.720236031995323156e-01,1.285332488923136340e+00,1.000000000000000000e+00
2.023276081087727052e-02,-1.324616915785707505e+00,-5.450032821251930004e-01,1.000000000000000000e+00
5.432369389020563766e-02,-1.264102663870147136e+00,1.170042108646166756e+00,1.000000000000000000e+00
-2.809807257924612500e-01,-1.542456396434701116e+00,-7.955870184481279583e-01,1.000000000000000000e+00
-1.603874262753454127e-01,-1.090190777700418501e+00,6.538845716108332429e-01,1.000000000000000000e+00
-4.623727873703924462e-01,-5.498655393778213440e-01,2.877329650891413682e-01,1.000000000000000000e+00
2.839984819859503462e-01,1.721443270150546656e-01,1.326592451290024233e+00,1.000000000000000000e+00
-6.103276840913257617e-02,-1.602369995551146120e+00,2.397913062492799396e-01,1.000000000000000000e+00
3.218551326254174283e-01,-1.009572488507225918e+00,1.348276551616887975e+00,1.000000000000000000e+00
-5.986992743196974942e-01,-1.055173677399376064e+00,-9.358714374213643605e-01,1.000000000000000000e+00
-1.137319940606272173e+00,-1.735478311118623385e+00,-1.922760810748182503e-01,1.000000000000000000e+00
-7.589838094736911511e-02,-1.082689021744339009e+00,1.027604755649544011e+00,1.000000000000000000e+00
-7.203286065891747469e-01,-7.504241816592646108e-01,3.931653569035160056e-01,1.000000000000000000e+00
8.360327956577062736e-02,-1.538199476804445354e+00,1.669136748863738751e-01,1.000000000000000000e+00
6.970015687062999232e-01,-1.663218700946494044e+00,5.035020044711854270e-01,1.000000000000000000e+00
-1.694302714231403773e-01,-9.770980382130214359e-01,1.923189436412784392e-01,1.000000000000000000e+00
-1.613732908872648419e+00,-1.216434810525766963e+00,1.223821030166758028e+00,1.000000000000000000e+00
-1.647935548656815685e+00,-1.025967062234024008e+00,2.466333352764242537e-01,1.000000000000000000e+00
-7.601775937053577570e-01,-1.064883796443817809e+00,7.463530306146111126e-01,1.000000000000000000e+00
-8.132120286153861066e-01,-9.598084196489314879e-01,-1.520488075327395272e-01,1.000000000000000000e+00
-2.688915854945482242e-01,-2.235970142316856979e+00,-1.663977841025322257e-01,1.000000000000000000e+00
-5.982518413294928283e-01,-8.464941745417812191e-01,1.120177786759840144e+00,1.000000000000000000e+00
2.307948733391584906e-02,-1.786986283778588369e+00,1.037888322946128872e+00,1.000000000000000000e+00
-7.103518974604577929e-01,-1.774156272376297583e+00,-4.219543411206450600e-01,1.000000000000000000e+00
-8.889825672764936071e-01,-8.479215498720421573e-01,7.901566503107623207e-01,1.000000000000000000e+00
-7.552957567345063294e-01,-1.143455198518861238e+00,3.721038754999984044e-01,1.000000000000000000e+00
-1.660927174708388687e-01,-1.818760707113353137e+00,5.807147738108283663e-01,1.000000000000000000e+00
5.201772979567754751e-01,-1.281288475409123606e-01,3.742561725806329287e-01,1.000000000000000000e+00
-1.933578073788360996e+00,-1.879407392259324183e+00,-1.076071968657395406e+00,1.000000000000000000e+00
-5.275395383930898685e-01,-1.989190853976871676e+00,4.391227165335407356e-01,1.000000000000000000e+00
-1.202964728589034804e+00,-1.414492185143352287e+00,1.416794564275916934e-01,1.000000000000000000e+00
-1.580264717069319147e+00,-8.902747956110053096e-01,5.891311122068200179e-01,1.000000000000000000e+00
-9.203521616189047627e-01,-9.100887145522192911e-01,-6.192355822467432436e-02,1.000000000000000000e+00
-4.769842020146375927e-01,-2.902248490669966152e+00,9.759116590630820820e-01,1.000000000000000000e+00
-1.526411002674466832e+00,-7.498511606536890639e-01,2.749489020589063748e-01,1.000000000000000000e+00
-4.183399434678763407e-01,-2.492078851479623491e+00,1.278456954060903095e-01,1.000000000000000000e+00
-2.858652151998865021e-01,-1.257934373362149083e+00,-5.062125276856161982e-01,1.000000000000000000e+00
-1.585588486090878435e+00,-6.191997991187906392e-01,5.995118035788545852e-01,1.000000000000000000e+00
-1.248750095087689527e+00,-7.661305079240754434e-01,-1.879582708323643825e-01,1.000000000000000000e+00
-2.963703326655712234e-01,-1.040267054236627464e+00,7.821370191871976907e-01,1.000000000000000000e+00
-1.495638406872914494e+00,-1.470528868077261464e+00,-2.948915338946910825e-01,1.000000000000000000e+00
5.053473183265977386e-02,-1.464893978842095379e+00,2.786989526326795752e-01,1.000000000000000000e+00
-6.043059917077133747e-01,-1.059585473141482215e+00,-5.492669618547743604e-02,1.000000000000000000e+00
-1.116168815750157250e+00,-6.915593042615125752e-01,-1.403327144830488038e+00,1.000000000000000000e+00
-1.055412539490802271e+00,-1.978122791691138582e+00,-1.632814952778200157e-01,1.000000000000000000e+00
-2.811569490609689970e-01,-7.779601749379086995e-01,1.283825866018765582e+00,1.000000000000000000e+00
-1.627485264785185182e+00,-2.025291232164950550e+00,-1.086169051520541884e-01,1.000000000000000000e+00
-8.812466850307849597e-01,-4.062096261372132311e-01,3.235188622275739778e-01,1.000000000000000000e+00
-1.100475741716576694e+00,-7.472617048211792623e-01,7.727293705420467118e-01,1.000000000000000000e+00
-1.159163179677695332e+00,-9.449038462065305621e-01,4.491356773966799776e-01,1.000000000000000000e+00
-1.034955631604913773e+00,-2.464067815758530511e+00,-2.636605628829721271e-01,1.000000000000000000e+00
-4.476786363377571742e-01,-1.886452189549201908e+00,3.661147899252618076e-01,1.000000000000000000e+00
-1.498936018352893917e+00,-3.361946009877614383e-01,-1.328219281492433734e-01,1.000000000000000000e+00
-1.818677806614251935e+00,2.549403870988142806e-02,6.418653111769834219e-01,1.000000000000000000e+00
-7.458304584711171747e-01,-4.168847767053680542e+00,6.854843028914059389e-01,1.000000000000000000e+00
-9.413881358067709426e-01,-3.218475412087443921e+00,8.607738649009808451e-01,1.000000000000000000e+00
-7.298617652177742388e-01,-2.991271564183871856e+00,-9.260768061405024731e-01,1.000000000000000000e+00
-1.724068874556510700e+00,-3.240616187097363543e+00,-1.168258074113281419e-01,1.000000000000000000e+00
-1.719909408531225870e+00,-3.086881138680772629e+00,1.739352328019334037e-01,1.000000000000000000e+00
-1.328681290311084950e+00,-1.768350924758788523e+00,4.963196022644885685e-01,1.000000000000000000e+00
-1.439301434247051814e+00,-2.298806909966551348e+00,-7.033682542568572282e-01,1.000000000000000000e+00
-1.643750339639925118e+00,-3.566009474991029826e+00,-5.095217414927109001e-01,1.000000000000000000e+00
-1.227689785138805334e+00,-3.733090091961456913e+00,-1.066059592941397183e+00,1.000000000000000000e+00
-1.130720265705604133e+00,-3.032063471843651214e+00,-1.338520160233007128e-01,1.000000000000000000e+00
-1.880261208415513252e+00,-2.812813029355055061e+00,-6.586951141180542590e-01,1.000000000000000000e+00
-1.143276294323662734e+00,-3.664098214582946156e+00,-9.613636641898650748e-01,1.000000000000000000e+00
-1.423072320987738726e+00,-2.285757386219218645e+00,-6.829628059296281029e-01,1.000000000000000000e+00
-1.354654155289153783e+00,-3.381931228295163461e+00,-1.129937058483049039e+00,1.000000000000000000e+00
-1.413042894918050241e+00,-2.403270724200665232e+00,-1.158078824721987532e-01,1.000000000000000000e+00
-1.009644875011917353e+00,-2.954305757391510134e+00,-2.715254482629654298e-01,1.000000000000000000e+00
-1.707185664960375826e+00,-2.772416774395969785e+00,-7.352646667513940137e-01,1.000000000000000000e+00
-9.448370966276475880e-01,-3.558847159973071328e+00,-2.749736705300834805e-01,1.000000000000000000e+00
-1.521802988444814098e+00,-2.432905462701703936e+00,-3.224190431337788376e-01,1.000000000000000000e+00
-3.844023867058540267e-01,-3.581676791520625791e+00,-1.073375057285303136e+00,1.000000000000000000e+00
-4.497428713960831548e-01,-1.905846067185144044e+00,8.821635789258592819e-01,1.000000000000000000e+00
-6.689814064340765531e-01,-2.716191692877429453e+00,7.151892292206289969e-01,1.000000000000000000e+00
-1.256020075774785916e+00,-3.869120297491836169e+00,3.897780494102141002e-01,1.000000000000000000e+00
-1.539031255583094504e+00,-2.343205389622446955e+00,-1.296952326698258773e+00,1.000000000000000000e+00
-5.033152389483315226e-01,-2.326510619422678783e+00,9.999783574894693938e-02,1.000000000000000000e+00
4.520636993584029595e-01,-3.323454110573635045e+00,-7.756760187596866141e-01,1.000000000000000000e+00
-1.419483486077234957e+00,-2.964094604560425061e+00,-6.563064153175408588e-01,1.000000000000000000e+00
-3.129633675479843724e-01,-4.368081274799048508e+00,-7.062627814554400807e-01,1.000000000000000000e+00
-4.958478380612459380e-01,-3.658875766504155358e+00,-2.083211279687304796e-01,1.000000000000000000e+00
-4.361042221823203668e-01,-2.497786958642215893e+00,-4.842807013691942664e-01,1.000000000000000000e+00
-7.839774748982706321e-01,-3.751972315293092386e+00,-1.029490518565098212e+00,1.000000000000000000e+00
-1.065329804323561946e+00,-3.142224744514077184e+00,-2.179632876106207817e-02,1.000000000000000000e+00
1.189883060825607242e-01,-2.343654815733299923e+00,2.507908376276040130e-01,1.000000000000000000e+00
-6.888775970938334492e-01,-2.430571820369896052e+00,-2.232043407373761390e+00,1.000000000000000000e+00
1.010606336707353670e-03,-2.148730006709444140e+00,-2.124255666227650163e+00,1.000000000000000000e+00
2.564132246525853143e-01,-2.892615053360816368e+00,-2.021091255353804517e+00,1.000000000000000000e+00
-8.149644532071032010e-01,-2.407032867575851665e+00,-1.241045774722341344e+00,1.000000000000000000e+00
-6.591097065691768897e-01,-7.385771256688484776e-01,-1.907198219128241501e+00,1.000000000000000000e+00
-3.091145796380903588e-02,-2.179853567706775852e+00,-6.686186968655790652e-01,1.000000000000000000e+00
6.059548972302934988e-01,-2.084140630244430081e+00,-1.299840765394158604e+00,1.000000000000000000e+00
-9.628211045221382047e-01,-2.067232873581955843e+00,-1.285351081874696488e+00,1.000000000000000000e+00
-1.102419418424775532e+00,4.814601654017093280e-01,-6.436292773295434477e-01,1.000000000000000000e+00
3.717793113274271422e-01,1.049333986913153716e+00,-5.928692319230318697e-01,1.000000000000000000e+00
8.176523681362789508e-01,1.054892854272682090e+00,8.948771314407465427e-01,1.000000000000000000e+00
-2.757562878868408118e-01,5.563128594631148172e-01,-7.524269845776827559e-01,1.000000000000000000e+00
2.661628541271660597e-01,-8.243607310849987435e-01,-2.056903904102727054e+00,1.000000000000000000e+00
7.229308389546802438e-01,6.381454143726025263e-01,3.073638070197264871e-01,1.000000000000000000e+00
-5.189801967076463907e-01,1.001656254894963460e+00,-9.610610307720771628e-01,1.000000000000000000e+00
8.256675630592156256e-01,2.584490856116620217e-01,-3.727548485598928818e-01,1.000000000000000000e+00
1.062103463929747749e+00,3.646293812673401247e-01,9.220306398895209421e-01,1.000000000000000000e+00
1.101816967922886192e-03,6.173712602707743802e-01,9.333595640143993455e-02,1.000000000000000000e+00
4.043504140696019822e-01,9.333486256092271560e-01,-7.901983944791231007e-01,1.000000000000000000e+00
3.942667011065139615e-01,3.940220088245054431e-01,4.733699669747554739e-01,1.000000000000000000e+00
-2.222247386643988465e-02,4.619257009238900702e-01,-2.531672157109494115e-01,1.000000000000000000e+00
7.498343535870835019e-01,6.656381207821784329e-01,4.737402005255801352e-01,1.000000000000000000e+00
4.436235325686201381e-01,3.074659494352813827e-01,6.074108473547750187e-01,1.000000000000000000e+00
-3.513747456348614295e-01,6.466176132097376517e-01,5.465443203668285399e-01,1.000000000000000000e+00
-1.071417237503391018e+00,1.660172231721618541e+00,1.397706424476331977e+00,1.000000000000000000e+00
-1.996598636956160300e-01,-6.991497650257251228e-01,-1.837481074087630617e+00,1.000000000000000000e+00
-1.614054163024917665e+00,1.422774359918190124e+00,8.216609098718796744e-01,1.000000000000000000e+00
-1.111374551442619041e-01,-1.820220604434792389e+00,-2.533093983661027782e-01,1.000000000000000000e+00
-3.993983572442305063e-01,1.444705095806175121e+00,-3.570279662463463066e-02,1.000000000000000000e+00
