longitude,latitude,altitude,timestamp,Pressure_surface,Relative_humidity_isobaric,Temperature_isobaric,Wind_speed_gust_surface,u-component_of_wind_isobaric,v-component_of_wind_isobaric,latent1,latent2,latent3,episode
1.719940012835406540e+00,1.848800104798723254e+00,-1.660719302197459779e+00,9.647355554318847171e-01,9.857432990381370663e-01,-4.246550900625122305e-01,1.606877536524539130e+00,-3.600477767925734374e-01,-1.238197194771165854e+00,-2.943606240429108012e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.721565885789455796e+00,1.834174120281123477e+00,-1.644260699578498963e+00,9.647443881617348005e-01,9.857432990381370663e-01,-4.246550900625122305e-01,1.606877536524539130e+00,-3.600477767925734374e-01,-1.238197194771165854e+00,-2.943606240429108012e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.722863382395989129e+00,1.822968012640838076e+00,-1.624677424799172876e+00,9.647532208915848839e-01,9.857432990381370663e-01,-5.150913357492333811e-01,1.562374426909839631e+00,-3.600477767925734374e-01,-1.259369641658494521e+00,-5.847067987379380716e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.723055066000586111e+00,1.814324050685389045e+00,-1.609129362606914082e+00,9.647620536214349674e-01,9.857432990381370663e-01,-5.150913357492333811e-01,1.562374426909839631e+00,-3.600477767925734374e-01,-1.259369641658494521e+00,-5.847067987379380716e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.723037207005843729e+00,1.800774085654409218e+00,-1.592501607695227861e+00,9.647708863512850508e-01,9.857432990381370663e-01,-5.150913357492333811e-01,1.562374426909839631e+00,-3.600477767925734374e-01,-1.259369641658494521e+00,-5.847067987379380716e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.726064043414383464e+00,1.788670905143235679e+00,-1.573969480503641050e+00,9.647797190811351342e-01,9.857432990381370663e-01,-5.150913357492333811e-01,1.562374426909839631e+00,-3.600477767925734374e-01,-1.259369641658494521e+00,-5.847067987379380716e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.727933146721098323e+00,1.773781260504053270e+00,-1.562589654387979365e+00,9.647885518109852176e-01,9.857432990381370663e-01,-5.150913357492333811e-01,1.562374426909839631e+00,-3.600477767925734374e-01,-1.259369641658494521e+00,-5.847067987379380716e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.726211993363240493e+00,1.755744580376259911e+00,-1.557490658254757410e+00,9.647973845408353011e-01,1.707233234368701780e+00,-1.102926932712920971e+00,1.587098376695782909e+00,2.839897123643236321e-01,-1.524025227750103850e+00,-9.133403810850567739e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.725607190887139097e+00,1.738912708959413411e+00,-1.547276815028300057e+00,9.648062172706853845e-01,1.707233234368701780e+00,-1.102926932712920971e+00,1.587098376695782909e+00,2.839897123643236321e-01,-1.524025227750103850e+00,-9.133403810850567739e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.726402833690694472e+00,1.716273507291229405e+00,-1.543601543561554879e+00,9.648150500005355790e-01,1.707233234368701780e+00,-1.102926932712920971e+00,1.587098376695782909e+00,2.839897123643236321e-01,-1.524025227750103850e+00,-9.133403810850567739e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.726401681845493252e+00,1.698696465161189773e+00,-1.527196693427226526e+00,9.648238827303856624e-01,1.707233234368701780e+00,-1.102926932712920971e+00,1.587098376695782909e+00,2.839897123643236321e-01,-1.524025227750103850e+00,-9.133403810850567739e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.725368402046787208e+00,1.677504398490833992e+00,-1.500826917288810236e+00,9.648327154602357458e-01,1.707233234368701780e+00,-1.676849261109420564e+00,1.577208796781406130e+00,2.839897123643236321e-01,-1.476740096368403199e+00,-6.501144534769277561e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.726216238535846825e+00,1.652136793379776147e+00,-1.476700168590841189e+00,9.648415481900858293e-01,1.707233234368701780e+00,-1.676849261109420564e+00,1.577208796781406130e+00,2.839897123643236321e-01,-1.476740096368403199e+00,-6.501144534769277561e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.725111173150269073e+00,1.617178483532248912e+00,-1.461779711194150400e+00,9.648503809199359127e-01,1.707233234368701780e+00,-1.676849261109420564e+00,1.577208796781406130e+00,2.839897123643236321e-01,-1.476740096368403199e+00,-6.501144534769277561e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.724063423849090393e+00,1.596264574053608110e+00,-1.435655529031467870e+00,9.648592136497859961e-01,1.707233234368701780e+00,-1.676849261109420564e+00,1.577208796781406130e+00,2.839897123643236321e-01,-1.476740096368403199e+00,-6.501144534769277561e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
