dlon,dlat,dalt,episode
-1.262588738073393779e+00,-1.681313428322169234e-01,3.004673099699737726e+00,1.000000000000000000e+00
3.246870199505229038e-01,-7.674871581166664569e-02,3.198711323859628752e+00,1.000000000000000000e+00
7.884742836950059397e-01,4.018689611040108800e-01,2.398827307565876144e+00,1.000000000000000000e+00
-1.838004601123136572e-01,-4.414715196089326610e-01,2.468421144124881117e+00,1.000000000000000000e+00
1.074160523552144086e+00,-4.124515281787548560e-01,2.471797819277388619e+00,1.000000000000000000e+00
7.066716419238485702e-01,-6.540104652551014253e-01,2.880148388391196246e+00,1.000000000000000000e+00
-2.452821621155127918e-01,-1.020227943633028822e+00,2.758839258979476572e+00,1.000000000000000000e+00
5.058241731293533494e-01,-4.853662923619264102e-01,1.425404702874701446e+00,1.000000000000000000e+00
1.808979789253049919e+00,2.257730563588138950e-01,7.946329577303996583e-01,1.000000000000000000e+00
5.450154978556230878e-01,-1.282624250155493417e+00,3.350010269795095308e+00,1.000000000000000000e+00
2.409686000538229789e-01,-8.068858193146871693e-01,1.970286645944833603e+00,1.000000000000000000e+00
-8.933984912373060805e-02,7.066916602496629007e-01,3.109878776545591084e+00,1.000000000000000000e+00
-4.404876461478691163e-01,-1.322278557697465828e+00,2.488915660597100565e+00,1.000000000000000000e+00
-2.790893914888425975e-01,-1.000299267138603287e+00,1.583240592817825476e+00,1.000000000000000000e+00
4.122882387283830496e-01,-1.449101707059548549e-01,2.737373662168502975e+00,1.000000000000000000e+00
8.287034048071868775e-02,-9.363971332593815644e-01,2.733960265716764759e+00,1.000000000000000000e+00
-2.244162290363799217e-02,-2.990578244484954351e-01,2.367558082667164054e+00,1.000000000000000000e+00
1.097188247275318884e-01,-1.593513590838752769e+00,1.261113702937308068e+00,1.000000000000000000e+00
1.592197836674984712e+00,-1.370083879210661770e+00,8.455052398055786789e-01,1.000000000000000000e+00
8.281032305066138299e-01,-9.564521382777725345e-01,7.839781176441300570e-01,1.000000000000000000e+00
1.233297749744119431e-01,-4.588864804440804246e-01,9.610423213900346484e-01,1.000000000000000000e+00
3.092094937602211657e-01,-1.192263009302004573e+00,1.479560110326459288e+00,1.000000000000000000e+00
5.538639223079258045e-01,-1.300584975833136037e+00,1.197589771474923737e+00,1.000000000000000000e+00
-2.174174124303676070e-01,-1.044829261388095620e+00,9.445527200468242235e-01,1.000000000000000000e+00
7.314534310730567146e-01,-8.371840731127971891e-01,6.689783415996307658e-01,1.000000000000000000e+00
2.509042753109141377e-01,-7.664578675052691192e-02,6.882556070073385657e-01,1.000000000000000000e+00
-2.966503250015064541e-01,-1.224585836788778526e+00,1.021380396833005300e+00,1.000000000000000000e+00
7.188192185116130117e-01,-3.505305012822148569e-01,8.870890144768038832e-01,1.000000000000000000e+00
1.210038576411651690e+00,-9.359256091264814836e-01,1.224762003930154330e+00,1.000000000000000000e+00
6.348154747014982391e-01,-8.493640965714395197e-01,1.286291911389610521e+00,1.000000000000000000e+00
1.736365256621435760e-01,-6.093590788488217891e-01,1.414312290803087624e+00,1.000000000000000000e+00
8.631053257012689939e-02,-9.487616679651759144e-01,1.448558132811092358e+00,1.000000000000000000e+00
2.123663177134263447e-02,-9.667594337099008062e-01,1.936863596698535472e+00,1.000000000000000000e+00
6.184212433075420012e-01,-5.303342232456542682e-01,2.933921774142992156e+00,1.000000000000000000e+00
-8.482499705623058883e-01,-1.724545302596701024e+00,1.637211580399364985e+00,1.000000000000000000e+00
5.986265267240032939e-01,-1.216148987590820463e+00,1.492122796085350700e+00,1.000000000000000000e+00
-5.747671272604105708e-01,-9.167429495887260416e-01,9.133800545280525984e-01,1.000000000000000000e+00
-4.070827712322536152e-01,-1.134333332941981132e+00,3.088086358552730282e+00,1.000000000000000000e+00
4.677933400196384039e-01,-7.437912221729257034e-01,1.742723117503158781e+00,1.000000000000000000e+00
-5.270530951705403311e-01,-5.285247940951992573e-01,2.072429466066149306e+00,1.000000000000000000e+00
-9.508219827393213919e-01,-1.213471490276686104e+00,2.603445578416265338e+00,1.000000000000000000e+00
-1.136344957549467183e-01,-5.113749313636699600e-01,1.782513300408506085e+00,1.000000000000000000e+00
3.333822391559060905e-01,6.314311888064946254e-01,2.146136692103419286e+00,1.000000000000000000e+00
2.370063599338501636e-01,1.462595113237625255e-01,2.184825542305336210e+00,1.000000000000000000e+00
7.081235943415957745e-01,-8.660827186621102847e-01,1.866788972901679999e+00,1.000000000000000000e+00
1.582817171821708779e-01,4.802384893306163027e-01,1.410906750550985800e+00,1.000000000000000000e+00
-4.660257033490072809e-01,-6.129920188895812139e-01,1.206763984117798838e+00,1.000000000000000000e+00
7.229587614876886725e-02,-6.202171143853832946e-01,1.293945126644507004e+00,1.000000000000000000e+00
-3.880154651134878341e-01,-5.324568798969580019e-01,1.621536268890291677e+00,1.000000000000000000e+00
-1.048569728283790525e-01,-1.213270752926254747e+00,2.516112749484578970e+00,1.000000000000000000e+00
1.034886537786883220e-02,-1.046414301644154721e+00,1.317624149574282200e+00,1.000000000000000000e+00
-6.858432207197115993e-01,-2.185400859438630383e-01,1.364362709860098777e+00,1.000000000000000000e+00
-2.943082916824013018e-01,7.671300094012736270e-01,1.405901806111306440e+00,1.000000000000000000e+00
-1.196333316197855101e+00,3.511701901487521704e-01,1.990043755203003695e+00,1.000000000000000000e+00
9.893395186998077406e-02,-1.101231261845824205e+00,1.855843834943374793e+00,1.000000000000000000e+00
-1.373470949530412044e+00,-7.027063646135446318e-01,1.198443549516567730e+00,1.000000000000000000e+00
-9.450607258325447457e-01,-3.354208841409009878e-01,1.136700122951888048e+00,1.000000000000000000e+00
-4.864339101008070543e-01,-5.742247153333454035e-01,1.828429827861428381e+00,1.000000000000000000e+00
1.775339362381123665e-01,-5.798983786954168274e-01,1.334866601401344832e+00,1.000000000000000000e+00
1.640531507355285634e-01,-2.555139824587117081e-01,1.288315202734611864e+00,1.000000000000000000e+00
1.049235310905792362e+00,-1.204702701210836446e+00,1.880226955317357174e+00,1.000000000000000000e+00
8.906730864353795685e-01,-2.826712737984788393e-01,2.503331073745570734e+00,1.000000000000000000e+00
-8.095711781890819747e-01,-5.551235833463105118e-01,1.007068645077487945e+00,1.000000000000000000e+00
-5.433825891032293409e-01,-1.256383856499138751e+00,2.163925375864869327e+00,1.000000000000000000e+00
-7.710345617376153093e-01,-1.828523468828357812e+00,2.326229749228275079e+00,1.000000000000000000e+00
-5.388211386816725845e-01,-1.024649457632132332e+00,1.219141525777060142e+00,1.000000000000000000e+00
-1.341972026856236733e+00,-1.424533392159807121e+00,3.017312137595066446e+00,1.000000000000000000e+00
1.095667779007916565e+00,-1.102717216976219605e+00,7.289665057680320137e-01,1.000000000000000000e+00
3.843917285734251843e-01,-3.988699867022488244e-01,6.780995593499692387e-01,1.000000000000000000e+00
2.968135567527185881e-01,-1.109926684132924724e+00,5.223671636352574810e-01,1.000000000000000000e+00
7.844299814579325236e-01,-1.574143056227564230e+00,1.058818483453080717e+00,1.000000000000000000e+00
-1.279959418342706545e+00,-8.047029752514274215e-01,1.060860582212692638e+00,1.000000000000000000e+00
-6.140006548246682572e-01,-1.452055425145554413e+00,1.336776128052155288e+00,1.000000000000000000e+00
1.142964990258424907e-01,-1.769687222541774574e+00,1.730826176722514820e+00,1.000000000000000000e+00
-1.926357232914458706e+00,-5.332757353046717608e-01,1.847238072423683430e+00,1.000000000000000000e+00
3.219252044793058376e-01,3.592000814400264641e-02,1.828721122063852400e+00,1.000000000000000000e+00
-3.141651475566932250e-01,-1.488267339658294830e+00,5.261009111484815648e-01,1.000000000000000000e+00
-9.312199058543471075e-01,-9.055682751630818039e-01,1.484923300878222108e+00,1.000000000000000000e+00
-2.703942994883148376e-01,-5.209055886953941616e-01,1.291028670696715341e+00,1.000000000000000000e+00
-1.468776347276526506e+00,-1.127293063622590186e+00,2.396796586011269437e+00,1.000000000000000000e+00
-6.069604387467566475e-01,-9.053695709255551449e-01,8.442614700523245475e-01,1.000000000000000000e+00
-5.353104338951093499e-01,-8.739901645797827356e-01,1.541126466246442339e+00,1.000000000000000000e+00
-2.773756741082433752e-01,-1.711531435835988324e+00,1.263094454551233481e+00,1.000000000000000000e+00
3.165688169736002866e-02,-1.040118180964987538e+00,7.885476648688251045e-01,1.000000000000000000e+00
-7.411316089380379779e-01,1.046565410740802893e-01,1.047002654833887325e+00,1.000000000000000000e+00
-1.018030297904334525e+00,2.163028070354201526e-01,1.226360438358090610e+00,1.000000000000000000e+00
7.313143631866270145e-02,-6.711832923418109553e-01,6.682801579074281184e-01,1.000000000000000000e+00
-4.045764307525095416e-01,-1.024466487536916715e+00,1.027114259232232651e+00,1.000000000000000000e+00
-4.433769274170140662e-01,-1.920199414317935727e-02,3.755931195628069430e-01,1.000000000000000000e+00
-2.132411856656863391e-01,-1.489586721197070807e+00,1.259054304071413721e+00,1.000000000000000000e+00
7.819993932403461745e-01,-1.181112663589124701e+00,8.038058265636648381e-01,1.000000000000000000e+00
5.803501739506267132e-02,-1.611227210509925123e-01,1.383653279372760281e+00,1.000000000000000000e+00
-1.263166817566552247e+00,-1.822146815832526023e+00,1.036551425865283704e+00,1.000000000000000000e+00
-4.034854071370688189e-01,-5.701374927987012953e-01,1.765295117292903893e+00,1.000000000000000000e+00
-9.908383960673639024e-01,-3.224293150294623156e-01,2.169369374056095090e+00,1.000000000000000000e+00
-3.583371238912669288e-02,-1.957069001596279278e+00,6.677713327905304697e-01,1.000000000000000000e+00
-8.761080456461124433e-01,-9.169607161381365668e-01,5.775156399857964695e-01,1.000000000000000000e+00
-2.695370786612584779e-01,8.100073616384850794e-01,-3.451034191398568707e-01,1.000000000000000000e+00
-9.811560791341786825e-01,-8.428595787103126957e-02,3.878302490964271598e-01,1.000000000000000000e+00
-4.917767136266135708e-01,1.777502556603913209e-01,7.138992838451204692e-01,1.000000000000000000e+00
-1.383998723980847778e+00,-4.010011452952473854e-01,1.152306129937155754e+00,1.000000000000000000e+00
-1.658359881992257145e+00,-5.122343077621323015e-01,-4.854953667047756660e-01,1.000000000000000000e+00
3.360076205443467412e-01,-3.979395108460003216e-01,6.883207935133253130e-01,1.000000000000000000e+00
-1.182253196583521460e+00,-2.935305694502713947e-01,9.611497134246935747e-01,1.000000000000000000e+00
-3.263026743534326868e-01,-3.432562164235756219e-01,2.012863490421337609e+00,1.000000000000000000e+00
-9.171635919601438536e-01,2.230792337588567431e-01,1.533196645204920161e+00,1.000000000000000000e+00
1.725175936903179386e-01,-1.087030514268423564e+00,7.825169208370236218e-01,1.000000000000000000e+00
-2.230324019688831871e-01,-1.354866774066931345e+00,2.013031905616184503e+00,1.000000000000000000e+00
-1.970390575408395017e-01,-5.050983652869814877e-01,5.970180041637194179e-01,1.000000000000000000e+00
-1.032306081107392082e+00,8.464083247297078394e-01,1.011859418081851425e+00,1.000000000000000000e+00
-1.537193914573181441e+00,-4.193720299885666525e-01,1.496274266595426727e+00,1.000000000000000000e+00
-1.210826222614604264e+00,2.062336685198354891e-01,8.023204766392316722e-01,1.000000000000000000e+00
-1.002836798540939878e+00,-1.419164689121207523e+00,4.099078980643283687e-01,1.000000000000000000e+00
-8.515797668555037392e-01,-1.002457285514151364e+00,7.948635096396164945e-01,1.000000000000000000e+00
-1.192379416070168174e+00,4.977079756400042410e-01,1.052950141038297538e+00,1.000000000000000000e+00
-1.511465560460239388e+00,-7.230182628167883818e-01,3.961275175580482033e-01,1.000000000000000000e+00
-6.601530014969576587e-01,-3.236013983539580141e-01,8.705233360964412803e-01,1.000000000000000000e+00
-2.870596292985700959e-01,-1.522839516700934981e+00,1.308683224245536847e+00,1.000000000000000000e+00
-1.406257442253484591e+00,-6.702086991517749448e-01,1.540906716293130474e+00,1.000000000000000000e+00
-8.923935504302481503e-01,-9.490384423883577725e-01,8.934084450079016193e-01,1.000000000000000000e+00
-8.773968938835374765e-01,-2.551539391641316490e-01,4.600535388787385660e-02,1.000000000000000000e+00
-9.412779169249844147e-01,-6.269145229722068446e-01,1.646067526872237785e+00,1.000000000000000000e+00
-6.870328976863723236e-01,-8.358542781697666513e-01,1.032962794552484409e+00,1.000000000000000000e+00
-1.269790583500719272e+00,-5.844999535836226112e-01,1.856182689308178535e+00,1.000000000000000000e+00
-1.872599724189508930e+00,-5.210160115694064675e-01,4.623186950166954245e-01,1.000000000000000000e+00
-1.206283318214798728e+00,-8.900196396885452499e-01,2.340568360982395735e+00,1.000000000000000000e+00
-1.373968143881577619e-01,-9.232320049636059123e-01,1.207467056180947074e+00,1.000000000000000000e+00
-1.089688159080907548e+00,-1.109660846714660920e+00,1.515309242880802820e+00,1.000000000000000000e+00
-1.669554276085752242e+00,-7.690161573903737668e-01,-4.132133569755880309e-01,1.000000000000000000e+00
-7.621477944669033944e-01,4.094137208248402882e-01,-2.689655384626684631e-01,1.000000000000000000e+00
-8.630375786131636584e-01,-3.700031126533477321e-01,1.499669012658026712e-01,1.000000000000000000e+00
-5.476224724421379086e-01,2.603576778194655605e-01,1.541495924313238230e+00,1.000000000000000000e+00
-1.838066452603510426e+00,-6.219311846769226548e-01,1.285584618521490086e+00,1.000000000000000000e+00
-6.150339566809089886e-01,-1.827741878184095059e+00,7.882561228123625696e-01,1.000000000000000000e+00
-4.802608967712127530e-01,-5.583166953881097960e-01,1.117794986059121198e+00,1.000000000000000000e+00
-8.278775959516601057e-01,-7.295377524869790520e-01,3.293796464209697294e-01,1.000000000000000000e+00
-1.295501642235455941e+00,2.565228446432572529e-01,5.030863608399495090e-01,1.000000000000000000e+00
-8.694963848111388893e-01,-8.044673260415851068e-01,-1.752804258442829388e-01,1.000000000000000000e+00
-2.726664208535469758e-01,-5.611550540484013805e-01,5.099318289992355036e-01,1.000000000000000000e+00
-5.765432383655989534e-01,-1.912420874408328419e+00,1.545004747541828261e+00,1.000000000000000000e+00
-1.158920299631654993e-01,-1.025022363446620677e+00,1.383935466770549461e+00,1.000000000000000000e+00
-1.158797573190189167e+00,-4.977440318574383182e-01,4.064413250974541203e-02,1.000000000000000000e+00
-2.263551657049541754e-01,1.640700328996637092e-01,9.879645566772390364e-01,1.000000000000000000e+00
-4.047246266987813978e-02,-4.138925693263598160e-01,-2.130463263246435146e-01,1.000000000000000000e+00
1.155983573861840696e-02,-7.221800489494262232e-01,-3.687894703379410721e-01,1.000000000000000000e+00
-1.149333604929820840e+00,-8.998849743168986226e-01,1.834297766542361263e-01,1.000000000000000000e+00
-7.243223081747369729e-01,-1.236698315149870941e+00,-6.073796551674583988e-01,1.000000000000000000e+00
-2.518796478073680456e-01,-4.468607425709480441e-01,-4.182725321906788363e-01,1.000000000000000000e+00
-1.487865486021180850e+00,2.706858039358388535e-01,-1.497172892820113899e-01,1.000000000000000000e+00
-3.468395904856613754e-01,-3.873585018771361077e-01,5.235101106128025039e-01,1.000000000000000000e+00
1.796262596426514424e-01,-5.750715257515472967e-01,-1.032096912019633966e-01,1.000000000000000000e+00
1.954661675066864390e-01,-5.656956458566366752e-01,5.339194245973710728e-01,1.000000000000000000e+00
-1.067546348252554234e+00,-8.017185303673902697e-01,7.503864090140188736e-01,1.000000000000000000e+00
1.123212208414144930e-01,-1.151845015343358369e+00,-7.136166816060370843e-01,1.000000000000000000e+00
-2.344314267871623336e-01,-1.921218807600604483e+00,-2.378488616743431594e-01,1.000000000000000000e+00
-3.140514918820841994e-01,-1.631287375285276564e+00,-5.265565854605998020e-01,1.000000000000000000e+00
-1.634372723548201289e+00,-1.413267452013381220e+00,3.514410860043681861e-02,1.000000000000000000e+00
-5.977631200288467950e-01,-7.437853622880418181e-01,2.344162174016796385e+00,1.000000000000000000e+00
-4.440966469098784342e-01,-6.844541934282174500e-01,7.742248254863250967e-01,1.000000000000000000e+00
-1.580749373781208611e+00,-8.679065153694794921e-01,7.304902677844010705e-01,1.000000000000000000e+00
-7.006625716233053636e-01,-1.057280665571894041e+00,-2.507411808083060967e-01,1.000000000000000000e+00
-9.881180286675859126e-01,-8.499202290929469550e-01,-5.938916743375219909e-01,1.000000000000000000e+00
-1.263834189779493133e+00,-1.125969915540772970e+00,1.329903291015233080e-04,1.000000000000000000e+00
-1.043915613341145354e+00,-8.935996823170879733e-01,6.930382639074115225e-01,1.000000000000000000e+00
-7.054443058168916592e-01,-4.954032459789092790e-02,4.190859530401684907e-01,1.000000000000000000e+00
-5.073480869730653264e-01,-1.094620614799122205e+00,1.340767727981158342e-01,1.000000000000000000e+00
-7.079006151047386730e-01,-1.257617345557730415e+00,-2.468499313179600141e-01,1.000000000000000000e+00
5.615206346379963964e-02,-1.566367983928139918e+00,-2.572457920800599873e-01,1.000000000000000000e+00
-1.823976174162035058e+00,-8.507849300531934444e-01,1.468750257991096320e-01,1.000000000000000000e+00
-8.903821865666378121e-01,9.978286024184757075e-02,-7.115634336005992600e-01,1.000000000000000000e+00
-4.047693313240476876e-01,-1.046138280442114210e+00,-2.141502117763297020e-01,1.000000000000000000e+00
-1.260327011010368814e+00,-1.911945891902520955e+00,1.272127845464871010e+00,1.000000000000000000e+00
-2.535748257452875576e-01,4.802740329332535474e-01,-3.994092662753797041e-01,1.000000000000000000e+00
-7.401425295353076805e-01,-2.456364453784614099e+00,6.581120377130067478e-01,1.000000000000000000e+00
-8.336297290616047073e-01,-1.788213975928957922e+00,2.132205685494140135e-02,1.000000000000000000e+00
-1.020541289354727654e+00,-2.648434591890824308e+00,8.110556057685052167e-01,1.000000000000000000e+00
-2.531228426466227255e+00,-2.112371228896965825e+00,1.073374828529372882e-01,1.000000000000000000e+00
-1.975251574348885875e+00,-1.686430174262365078e+00,-1.622170716367254684e-01,1.000000000000000000e+00
-1.292515932003207579e-01,-1.230740791991822070e+00,-1.163679832819251470e+00,1.000000000000000000e+00
-5.631053251237443380e-01,-1.676985787823179308e+00,4.315078525086618599e-01,1.000000000000000000e+00
2.959836125456605238e-01,-2.436380812081493819e+00,7.089805317225459369e-01,1.000000000000000000e+00
-9.641402185436093175e-01,-2.695250115568455396e+00,-6.434855444714635553e-01,1.000000000000000000e+00
-4.788193572694933176e-01,-2.940856557837862706e+00,-3.976117084417204461e-01,1.000000000000000000e+00
-9.442248721895371011e-01,-2.672020206066165304e+00,3.207487605258549923e-01,1.000000000000000000e+00
-1.997289091027309116e+00,-2.146795603109245221e+00,-2.628528313189896770e-01,1.000000000000000000e+00
-4.358586064186201758e-01,-2.237374787072799798e+00,-2.366259918511369187e-01,1.000000000000000000e+00
-1.426149182768198020e+00,-2.820728695287265442e+00,-5.490941104856510435e-01,1.000000000000000000e+00
-1.100473229316338397e+00,-1.918059850622937379e+00,-8.526307414699069165e-01,1.000000000000000000e+00
-1.055827794239994510e+00,-3.347974156665208589e+00,7.939139317343463231e-01,1.000000000000000000e+00
-8.685105246012251312e-01,-2.074972356858809874e+00,5.199486054616102582e-01,1.000000000000000000e+00
-1.905355645542674115e+00,-2.714179187277790284e+00,-1.001440408480646221e-01,1.000000000000000000e+00
-1.357334689082129398e+00,-1.732622228746459658e+00,-7.176520422186305481e-02,1.000000000000000000e+00
-7.968872955636456812e-01,-2.126995677695536990e+00,1.761137158149836957e-01,1.000000000000000000e+00
-6.161991110536864102e-01,-1.587552098805200540e+00,-6.253500887436680422e-01,1.000000000000000000e+00
-2.140022157511517475e-01,-1.399045498339033688e+00,5.520928908682345981e-02,1.000000000000000000e+00
-6.509416894171942136e-01,-2.157006748158793563e+00,5.486633355522340105e-01,1.000000000000000000e+00
-1.598536832257407836e-01,-2.643173951026949631e+00,-3.405237474073129489e-01,1.000000000000000000e+00
-1.349504863434891178e+00,-1.681402210715669199e+00,-7.732505090691823568e-01,1.000000000000000000e+00
-1.691192821077315056e+00,-2.220643016116733204e+00,7.122427596875977596e-01,1.000000000000000000e+00
-5.045804588676879865e-01,-5.794176596363505016e-01,-9.200447710055256190e-01,1.000000000000000000e+00
-8.567914489850223525e-01,-2.105546890774065982e+00,-8.141298557226203658e-02,1.000000000000000000e+00
-8.253196729688518918e-01,-2.098268884971228321e+00,7.243334970371151371e-02,1.000000000000000000e+00
-6.441617813482974908e-01,-1.540232002133374412e+00,-6.817750445039187923e-01,1.000000000000000000e+00
-5.351309438730497137e-01,-1.794588508318420761e+00,-9.333616234701108683e-01,1.000000000000000000e+00
-8.224702840032860340e-01,-2.065878914007837963e+00,-6.051474922304844739e-03,1.000000000000000000e+00
-8.732333103936433805e-01,-1.466159006602177239e+00,-5.722651092281108021e-01,1.000000000000000000e+00
-5.346473811305263446e-01,-2.665935205860792578e+00,-5.389932111150385063e-01,1.000000000000000000e+00
-1.800051346384202500e+00,-7.215248493999149026e-01,8.330120618893820383e-01,1.000000000000000000e+00
-1.043120663253886526e+00,-2.124486558769962841e+00,-1.570595186483044525e+00,1.000000000000000000e+00
-1.061244075420699762e+00,-1.396117759474780451e+00,7.535139603375639039e-01,1.000000000000000000e+00
-1.797384931355137550e+00,-1.822629505496200064e+00,-1.150872538113354659e+00,1.000000000000000000e+00
-1.201751201283317805e+00,-1.111551086595796711e+00,-2.222742168273009189e-01,1.000000000000000000e+00
-6.845480282890376023e-01,-1.398379985005467452e+00,4.868719043710849625e-01,1.000000000000000000e+00
-6.432626074274991890e-01,-2.066953476746008711e+00,-6.941442100584138686e-02,1.000000000000000000e+00
-1.609790412411411298e+00,-1.140283725225196054e+00,-1.178410253340998359e+00,1.000000000000000000e+00
-6.758857982720599678e-01,-1.866555494621120470e+00,-4.906125346620940908e-01,1.000000000000000000e+00
-1.334277491362710233e+00,-1.738595639772124279e+00,-1.050960385937755870e+00,1.000000000000000000e+00
-5.535670363895304202e-01,-1.537163344749893579e+00,-5.427282781310105442e-02,1.000000000000000000e+00
-2.928540357765933022e-01,-1.754199991880582399e+00,-7.483010090947326276e-01,1.000000000000000000e+00
-1.733852571993100167e+00,-2.784335834607467142e+00,-9.640971810289722388e-01,1.000000000000000000e+00
-7.346150034634530979e-01,-2.272974787984174849e+00,-4.250670269561759307e-01,1.000000000000000000e+00
-2.116471825645305671e+00,-2.833095477129080386e+00,-2.972670952158134039e-01,1.000000000000000000e+00
-1.170590023646116196e+00,-5.717155231939907711e-01,-4.399405123671807916e-01,1.000000000000000000e+00
-4.281193467925410445e-01,-2.031606903423690103e+00,-1.761833593194097158e+00,1.000000000000000000e+00
-1.090455125685012128e+00,-1.082040123060372006e+00,-4.238111291309736295e-01,1.000000000000000000e+00
6.118679604419525742e-01,-1.935088794884772145e+00,-3.943595443564852365e-01,1.000000000000000000e+00
-2.578461446957889258e-01,-1.754611827537222002e+00,-9.876791048316247990e-01,1.000000000000000000e+00
-2.898107250873901974e-01,-1.659127912580799169e+00,-1.014396111252447996e+00,1.000000000000000000e+00
-7.063885503782783015e-01,-1.337295671764742844e+00,-1.006140494881786696e+00,1.000000000000000000e+00
-2.019774199312370788e-01,-4.063937383582123530e-01,-8.228801514239181270e-02,1.000000000000000000e+00
5.176736308149361143e-01,-1.402703453969356140e+00,-1.486236267684922563e+00,1.000000000000000000e+00
-4.659354499360082724e-02,-2.172804157775559464e+00,-6.052833334135168109e-01,1.000000000000000000e+00
1.941172822238589335e-01,-1.273426751115256828e+00,-1.458499274276100266e+00,1.000000000000000000e+00
-1.065840931461953023e+00,-9.529958902345334604e-01,-4.102897562013696486e-02,1.000000000000000000e+00
3.414862406259076555e-01,-5.560828463562825785e-01,-1.338806268731124849e+00,1.000000000000000000e+00
2.260986898487429841e-01,-8.557489935892155231e-01,-6.591507334501894855e-01,1.000000000000000000e+00
1.530691176990705005e-01,-7.487987125744809402e-01,-1.602619895068102984e+00,1.000000000000000000e+00
-2.939155953283815181e-01,-1.580351840071797742e+00,-8.502801118520766366e-01,1.000000000000000000e+00
5.812800897543026757e-01,-1.321022765467137150e+00,-3.825543110862348328e-01,1.000000000000000000e+00
-1.069870584611832154e+00,-5.438349581913846098e-01,5.079483950773244771e-02,1.000000000000000000e+00
-5.307319718993478430e-01,-6.237626178613829842e-01,-1.174684452620055497e+00,1.000000000000000000e+00
1.819126240547042084e-02,-5.022440756928799876e-01,-1.188186981379768525e+00,1.000000000000000000e+00
-1.492131307495513926e-01,-1.283356979167192824e-01,-1.394880406251570060e+00,1.000000000000000000e+00
-5.548346737984695132e-01,-1.586736756819988159e+00,-7.623441115493866382e-01,1.000000000000000000e+00
-1.458464999962293618e+00,-4.206761649110222212e-01,-1.208159390404863753e+00,1.000000000000000000e+00
-2.064689141267590511e-01,-1.337063669647796216e+00,-1.133927051126915275e+00,1.000000000000000000e+00
-7.261889519461048881e-01,1.404576145718096081e-01,-3.896164817658009927e-02,1.000000000000000000e+00
7.531455550832152901e-02,-1.289553487001524612e+00,-1.674025992920804118e+00,1.000000000000000000e+00
-1.465966668337852052e+00,-1.220939043008877345e+00,-4.397258999578262939e-01,1.000000000000000000e+00
6.142044527911904028e-01,-1.424728799707270621e+00,-5.931506750222773627e-01,1.000000000000000000e+00
-9.544780425519491240e-01,-6.373218188175722165e-01,-1.046363227793718487e-01,1.000000000000000000e+00
-6.960659686272490099e-01,-7.214228093290779853e-01,-3.896124223800097597e-01,1.000000000000000000e+00
8.863982785898900651e-01,-2.721515185914540336e-01,-1.289147304129807825e+00,1.000000000000000000e+00
