trajectory_ID,longitude,latitude,altitude,timestamp,Pressure_surface,Relative_humidity_isobaric,Temperature_isobaric,Wind_speed_gust_surface,u-component_of_wind_isobaric,v-component_of_wind_isobaric,drct,sknt,alti,vsby,gust,Mode
20160405_VLG10FG_LEBL_LEMD,0.330313402,40.87185171,31020,1459838846,97027.94,100,224.4,7.8,-5.5,27,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.317451602,40.87191991,31100,1459838851,97027.94,100,224.4,7.8,-5.5,27,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.304480002,40.87198732,31140,1459838856,97027.94,100,224.4,7.8,-5.5,27,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.291284802,40.87204911,31320,1459838861,97027.94,100,224.4,7.8,-5.5,27,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.278393201,40.87210711,31420,1459838866,97027.94,100,224.4,7.8,-5.5,27,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.265528199,40.87212651,31520,1459838871,97027.94,100,224.4,7.8,-5.5,27,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.252699,40.87210751,31620,1459838876,97027.94,100,224.4,7.8,-5.5,27,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.239856,40.87210351,31720,1459838881,95173.54,74.2,225,10.5,-7.4,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.226965399,40.87209171,31840,1459838886,95173.54,74.2,225,10.5,-7.4,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.214088,40.87206791,32000,1459838891,95173.54,74.2,225,10.5,-7.4,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.2011182,40.87205912,32020,1459838896,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.187923999,40.87205291,32120,1459838901,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.175029199,40.87202211,32220,1459838906,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.1621304,40.87200112,32320,1459838911,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.149129001,40.87201852,32400,1459838916,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.135873,40.87204312,32420,1459838921,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.1229154,40.87205732,32520,1459838926,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.109878601,40.87207452,32620,1459838931,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.096608801,40.87211654,32720,1459838936,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.082728201,40.87215472,32820,1459838941,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.069529202,40.87218612,32900,1459838946,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.056236401,40.87224272,32920,1459838951,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.0430944,40.87226333,33000,1459838956,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.029517604,40.87229433,33000,1459838961,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.016087601,40.87238852,33000,1459838966,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,0.002848401,40.87241853,33000,1459838971,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.010746799,40.87245814,33000,1459838976,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.024785198,40.87249213,33000,1459838981,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.038561198,40.87254193,33000,1459838986,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.052275598,40.87259193,33000,1459838991,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.065862,40.87263674,33000,1459838996,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.079821199,40.87265213,33000,1459839001,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.0933814,40.87269053,33000,1459839006,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.106927601,40.87269552,33000,1459839011,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.120469,40.87267474,33000,1459839016,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.134391802,40.87265293,33000,1459839021,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.147932402,40.87258893,33000,1459839026,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.161406202,40.87251592,33000,1459839031,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.174910801,40.87246033,33000,1459839036,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.188679801,40.87242993,33000,1459839041,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.202172802,40.87240733,33000,1459839046,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.215677601,40.87236133,33000,1459839051,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.229253601,40.87232873,33000,1459839056,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.2431026,40.87230633,33000,1459839061,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.256626601,40.87229853,33000,1459839066,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.2701236,40.87227853,33000,1459839071,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.283735799,40.87227533,33000,1459839076,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.297589999,40.87229273,33000,1459839081,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.311132,40.87231173,33000,1459839086,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.3246218,40.87231493,33000,1459839091,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.338194399,40.87232353,33000,1459839096,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.3520224,40.87234813,33000,1459839101,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.3655254,40.87236013,33000,1459839106,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.3789924,40.87236313,33000,1459839111,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.3925516,40.87237213,33000,1459839116,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.4063964,40.87236253,33000,1459839121,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.4198994,40.87237053,33000,1459839126,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.4333708,40.87236193,33000,1459839131,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.4468598,40.87235153,33000,1459839136,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.4603488,40.87234593,33000,1459839141,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.4738334,40.87234613,33000,1459839146,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.487304601,40.87232713,33000,1459839151,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.500871801,40.87229453,33000,1459839156,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.5146812,40.87227533,33000,1459839161,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.528183201,40.87226533,33000,1459839166,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.541649201,40.87223053,33000,1459839171,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.555203002,40.87219013,33000,1459839176,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.569029201,40.87214493,33000,1459839181,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.582531201,40.87211573,33000,1459839186,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.596248756,40.87203436,33000,1459839191,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.610475004,40.87186085,33000,1459839196,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.623963404,40.87178925,33000,1459839201,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.637630803,40.87173187,33000,1459839206,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.651390605,40.87167065,33000,1459839211,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.664905404,40.87159425,33000,1459839216,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.678406404,40.87152645,33000,1459839221,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.692084607,40.87143607,33000,1459839226,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.705838614,40.87126885,33000,1459839231,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.719234929,40.87020424,33000,1459839236,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.732615072,40.86831905,33000,1459839241,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.746316633,40.86733847,33000,1459839246,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.760042261,40.86656945,33000,1459839251,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.773410075,40.86538925,33000,1459839256,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.786774092,40.86394125,33000,1459839261,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.800225903,40.86224606,33000,1459839266,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.813544002,40.85969323,33000,1459839271,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.826561106,40.85671184,33000,1459839276,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.839778124,40.85468604,33000,1459839281,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.853021351,40.85227665,33000,1459839286,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.866323753,40.84957044,33000,1459839291,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.879340754,40.84677663,33000,1459839296,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.892210972,40.84380803,33000,1459839301,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.904916857,40.83996342,33000,1459839306,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.917609959,40.83589263,33000,1459839311,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.930351592,40.83268542,33000,1459839316,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.94300359,40.82910222,33000,1459839321,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.955826009,40.82545403,33000,1459839326,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.968700785,40.82179122,33000,1459839331,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.981341987,40.81831022,33000,1459839336,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-0.99401019,40.81479862,33000,1459839341,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.006840201,40.81121504,33000,1459839346,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.019748189,40.80761762,33000,1459839351,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.03242239,40.80408102,32960,1459839356,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.04511839,40.80053502,32860,1459839361,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.057988406,40.79692284,32680,1459839366,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.070935785,40.79331402,32420,1459839371,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.083679189,40.78984563,32220,1459839376,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.096677204,40.78628784,32020,1459839381,95173.54,11.6,222.3,10.5,-4.4,5.9,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.10978118,40.78276783,31820,1459839386,95173.54,74.2,225,10.5,-7.4,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.122765995,40.77936844,31620,1459839391,95173.54,74.2,225,10.5,-7.4,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.135834388,40.77588043,31460,1459839396,95173.54,74.2,225,10.5,-7.4,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.148641988,40.77239622,31320,1459839401,95173.54,74.2,225,10.5,-7.4,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.161340988,40.76888062,31160,1459839406,95173.54,74.2,225,10.5,-7.4,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.174165001,40.76530744,31060,1459839411,95173.54,74.2,225,10.5,-7.4,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.186984585,40.76171081,30920,1459839416,95173.54,74.2,225,10.5,-7.4,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.199410782,40.75820061,30720,1459839421,95173.54,74.2,225,10.5,-7.4,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.21175938,40.75472021,30560,1459839426,95173.54,74.2,225,10.5,-7.4,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.224253994,40.75119742,30460,1459839431,95173.54,74.2,225,10.5,-7.4,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.236819379,40.74764801,30320,1459839436,90891.94,38.6,225.9,14.4,-6.4,17.6,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.249135779,40.74419961,30160,1459839441,90891.94,38.6,225.9,14.4,-6.4,17.6,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.261409974,40.74077541,30020,1459839446,90891.94,38.6,225.9,14.4,-6.4,17.6,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.273771587,40.73733322,29860,1459839451,90891.94,38.6,225.9,14.4,-6.4,17.6,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.286181973,40.7338602,29720,1459839456,90891.94,38.6,225.9,14.4,-6.4,17.6,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.298256771,40.7304712,29520,1459839461,90891.94,38.6,225.9,14.4,-6.4,17.6,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.310173562,40.72713239,29360,1459839466,90891.94,38.6,225.9,14.4,-6.4,17.6,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.322182983,40.72376421,29220,1459839471,90891.94,38.6,225.9,14.4,-6.4,17.6,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.33447617,40.7203288,29060,1459839476,90891.94,38.6,225.9,14.4,-6.4,17.6,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.346529568,40.7169938,28920,1459839481,90891.94,38.6,225.9,14.4,-6.4,17.6,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.358482971,40.7136264,28760,1459839486,90891.94,38.6,225.9,14.4,-6.4,17.6,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.370528974,40.71022901,28580,1459839491,90891.94,38.6,225.9,14.4,-6.4,17.6,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.382553765,40.70686559,28360,1459839496,90891.94,38.6,225.9,14.4,-6.4,17.6,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.394365167,40.7035268,28220,1459839501,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.406193965,40.70017799,28060,1459839506,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.418089775,40.6967974,27920,1459839511,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.430088965,40.69341539,27760,1459839516,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.441869166,40.69007939,27620,1459839521,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.453534961,40.68673278,27420,1459839526,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.465244572,40.683367,27260,1459839531,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.477058559,40.68000418,27120,1459839536,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.488601556,40.67674058,26960,1459839541,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.500076957,40.67348798,26820,1459839546,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.511636362,40.67021179,26620,1459839551,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.52321855,40.66697998,26420,1459839556,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.534550752,40.66380638,26260,1459839561,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.545860953,40.66060178,26120,1459839566,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.557291561,40.65734939,25960,1459839571,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.568778951,40.65408478,25820,1459839576,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.580042552,40.65087657,25660,1459839581,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.59124875,40.64766037,25520,1459839586,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.602537758,40.64442838,25360,1459839591,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.613891347,40.64120637,25220,1459839596,90891.94,63.1,232.6,14.4,-7,20.5,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.624976746,40.63805037,25060,1459839601,90891.94,52.7,239.9,14.4,-6.5,15.8,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.635977946,40.63488817,24920,1459839606,90891.94,52.7,239.9,14.4,-6.5,15.8,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.647063351,40.63169998,24760,1459839611,90891.94,52.7,239.9,14.4,-6.5,15.8,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.658248147,40.62850977,24620,1459839616,90891.94,52.7,239.9,14.4,-6.5,15.8,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.669229344,40.62534257,24420,1459839621,90891.94,52.7,239.9,14.4,-6.5,15.8,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.680155143,40.62220796,24220,1459839626,90891.94,52.7,239.9,14.4,-6.5,15.8,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.691180549,40.61906597,24060,1459839631,90891.94,52.7,239.9,14.4,-6.5,15.8,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.702283742,40.61592336,23960,1459839636,90891.94,52.7,239.9,14.4,-6.5,15.8,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.713196142,40.61281256,23820,1459839641,90891.94,52.7,239.9,14.4,-6.5,15.8,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.724040738,40.60972036,23620,1459839646,90891.94,52.7,239.9,14.4,-6.5,15.8,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.734970754,40.60657217,23460,1459839651,90891.94,52.7,239.9,14.4,-6.5,15.8,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.745976129,40.60339435,23340,1459839656,90891.94,52.7,239.9,14.4,-6.5,15.8,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.756631114,40.60035523,23190,1459839661,90891.94,52.7,239.9,14.4,-6.5,15.8,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.767265934,40.59732616,23020,1459839666,90891.94,52.7,239.9,14.4,-6.5,15.8,360,10,29.74,6.21,0,3
20160405_VLG10FG_LEBL_LEMD,-1.778024945,40.59426137,22860,1459839671,90891.94,52.7,239.9,14.4,-6.5,15.8,360,10,29.74,6.21,0,3
